ID,Region,Regulated.Dam,Primary.Purpose,Primary.Type,Height..m.,Length..km.,Volume..m3.,Year.Completed,Years.Modified,Surface..km2.,Drainage..km2.,Spillway,Last.Inspection.Date,Inspection.Frequency,Distance.to.Nearest.City..km.,Hazard,Assessment,Assessment.Date,Probability.of.Failure,Loss.given.failure...prop..Qm.,Loss.given.failure...liab..Qm.,Loss.given.failure...BI..Qm.,Height_clean,Length_clean,Length_missing,Volume_clean,Volume_missing,Volume_log,n_modifications,last_modification_year,Height..m._missing,Length..km._missing,Volume..m3._missing,Drainage..km2._missing,Surface..km2._missing,Distance.to.Nearest.City..km._missing
SOAD12607,Lyndrassia,Yes,Recreation,Earth,17.347,0.6138517941271496,314451.1593693141,Unknow,,0.06895,5744.335872847462,Uncontrolled,,Unknow,1.0154132807588765,High,Unsatisfactory,,0.1338,7.6,732.8,4.3,17.347,,1,,1,,0,Unknow,0,1,1,1,0,1
SOAD13714,Lyndrassia,Yes,Recreation,Earth,14.26,0.167,27061.366422573537,1988,,0.06304,898.1485375257164,Uncontrolled,,3,1.2000718392773206,High,Unsatisfactory,,0.1413,39.5,576.5,3.6,14.26,0.167,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD14020,Lyndrassia,Yes,Recreation,Earth,13.282,0.145,44090.973049033215,Unknow,,0.0394,312.0897879002515,Uncontrolled,,Unknow,21.46,High,Unsatisfactory,,0.1369,17.8,250.2,6.5,13.282,0.145,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD14661,Lyndrassia,Yes,Recreation,Earth,14.285,0.14016567263481883,28552.68295886436,Unknow,,0.08668,1143.5906722839868,,,Unknow,1.1819613019392903,High,Unsatisfactory,,0.1388,10.0,755.7,3.7,14.285,,1,,1,,0,Unknow,0,1,1,1,0,1
SOAD14832,Lyndrassia,Yes,Recreation,Earth,13.691,0.225,27263.552948096836,2002,,0.17336,2141.640577626958,Uncontrolled,,3,1.7924827906889758,High,Unsatisfactory,,0.1534,26.0,495.2,5.2,13.691,0.225,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD15761,Lyndrassia,No,Recreation,Earth,40.912,0.162,294000.0,1981,,7.121712969034523,818.3230294581343,Uncontrolled,25/04/2021,1,17.39,High,Satisfactory,2019-10-11,0.0874,910.7,208.7,4.1,40.912,0.162,0,294000.0,0,12.5913384476756,0,Unknow,0,0,0,1,1,0
SOAD16079,Lyndrassia,Yes,Recreation,Earth,13.32,0.197,31500.062546464414,Unknow,,0.03349,1098.860838701498,Uncontrolled,,Unknow,0.879348082185409,High,Unsatisfactory,,0.1325,15.9,952.6,7.6,13.32,0.197,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD16467,Lyndrassia,Yes,Recreation,Earth,13.752,0.15,25176.844661722243,1981,,0.06304,923.5851376089397,Uncontrolled,,3,1.1870074476972785,High,Unsatisfactory,,0.1381,33.2,932.1,8.7,13.752,0.15,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD16854,Lyndrassia,Yes,Recreation,Earth,13.08,0.292,68763.7642912859,1986,,0.05516,2129.5781524978524,Uncontrolled,,Unknow,13.52,High,Unsatisfactory,,0.1368,18.2,454.3,6.7,13.08,0.292,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD17206,Lyndrassia,Yes,Other,Earth,12.642,0.133,27056.116613168328,2002,,0.08077,824.7883350022673,Uncontrolled,07/09/2021,3,0.979019099000807,High,Not Rated,,0.0951,27.1,863.9,38.91287799334923,12.642,0.133,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD17601,Lyndrassia,Yes,Recreation,Earth,14.216,0.175,46619.02001042401,2012,,0.03743,535.2037275201048,Uncontrolled,,Unknow,1.54,High,Unsatisfactory,,0.1175,12.7,552.7,9.5,14.216,0.175,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD18020,Lyndrassia,Yes,Unknow,Earth,28.472,0.7156468370245055,784575.208256524,Unknow,,9.331306625428242,41449.63842719383,,30/08/2011,0,2.43,Significant,Satisfactory,2011-07-20,0.1325,375.1,318.3,33.49699290463304,28.472,,1,,1,,0,Unknow,0,1,1,1,1,0
SOAD19679,Lyndrassia,Yes,Recreation,Earth,14.637,0.225,139130.64622434424,Unknow,2008,0.11426,457.23094066207443,Uncontrolled,,3,4.94,High,Not Rated,,0.111,30.4,927.7,4.9,14.637,0.225,0,,1,,1,2008,0,0,1,1,0,0
SOAD12764,Lyndrassia,Yes,Flood Risk Reduction,Earth,13.925,0.1,30000.0,1989,1989,0.00788,227.41734885030252,Uncontrolled,14/05/2020,2,7.74,High,Satisfactory,2007-12-19,0.0905,10.8,129.6,42.13424932775806,13.925,0.1,0,30000.0,0,10.3089859934221,1,1989,0,0,0,1,0,0
SOAD00979,Lyndrassia,Yes,Recreation,Earth,14.781,0.108,186622.5755007947,1996,,0.8628764416995021,2360.013848300223,,,Unknow,1.69,High,,,0.1556,479.6,579.1,6.2,14.781,0.108,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD09276,Lyndrassia,Yes,Other,Earth,22.852,0.1,43000.0,1993,1997,0.00788,361.6152991859961,Uncontrolled,19/01/2023,2,8.405447242505998,Significant,Satisfactory,2007-12-21,0.114,35.1,293.8,45.45243382075423,22.852,0.1,0,43000.0,0,10.6689786502192,1,1997,0,0,0,1,0,1
SOAD07932,Lyndrassia,Yes,Other,Earth,14.982,0.07,37666.19483827792,1988,1988,0.00394,206.93355187636953,Uncontrolled,04/04/2023,2,9.2,High,Satisfactory,2008-09-04,0.1094,9.9,248.4,42.36926321387742,14.982,0.07,0,,1,,1,1988,0,0,1,1,0,0
SOAD20522,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,15.395,0.073,46475.968723907965,1989,,0.00197,500.88017675982485,Uncontrolled,12/12/2021,5,9.51,Significant,Not Rated,2007-12-19,0.1375,28.9,162.5,38.04095129874514,15.395,0.073,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD03129,Lyndrassia,Yes,Unknow,Earth,16.055,0.053,91252.3053718362,1999,1999,0.00394,619.2738526587934,,02/11/2021,Unknow,9.303065798483535,Significant,Satisfactory,2007-12-19,0.1143,37.2,379.4,36.939401448886194,16.055,0.053,0,,1,,1,1999,0,0,1,1,0,1
SOAD16517,Lyndrassia,No,Unknow,Earth,10.489,0.027,17890.346158142846,Unknow,,0.00591,21.30632,,,0,0.0,Significant,Not Rated,,0.1392,39.4,287.2,39.57216270362974,10.489,0.027,0,,1,,0,Unknow,0,0,1,0,0,0
SOAD16190,Lyndrassia,Yes,Unknow,Earth,19.243,0.053,154663.33759415807,1970,2011,0.00394,444.7966067969928,Uncontrolled,24/06/2020,3,0.1,High,Satisfactory,2012-08-27,0.0811,26.7,137.0,38.98951114551839,19.243,0.053,0,,1,,1,2011,0,0,1,1,0,0
SOAD08735,Lyndrassia,No,Unknow,Earth,17.885,0.14,87211.32417558358,Unknow,,0.07486,868.23254,Uncontrolled,19/04/2021,1,0.9990674243802594,High,Poor,2019-10-11,0.1245,46.5,512.9,38.010449887585516,17.885,0.14,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD14049,Lyndrassia,Yes,Recreation,Earth,6.984,0.127,123031.8658533887,1963,,0.5553121055975284,401.3130998469453,,,Unknow,71.71,Significant,,,0.1273,249.2,191.3,4.9,6.984,0.127,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD16126,Lyndrassia,No,Recreation,Earth,6.16,0.47132680420613154,113640.07480174651,1990,,0.00788,727.07817,Uncontrolled,,0,1.66,High,Not Rated,,0.0874,17.0,667.1,7.3,6.16,,1,,1,,0,Unknow,0,1,1,0,0,0
SOAD01088,Lyndrassia,No,Unknow,Earth,7.251,0.37525933200931677,106092.81164917548,Unknow,,0.00788,266.329,,,0,8.14,High,Not Rated,,0.107,30.9,199.1,42.42994363613409,7.251,,1,,1,,0,Unknow,0,1,1,0,0,0
SOAD00525,Lyndrassia,Yes,Recreation,Earth,21.487,0.077,35000.0,1995,1995,0.01576,176.02206956680484,Uncontrolled,05/08/2020,2,0.0,High,Satisfactory,2007-12-21,0.0843,5.5,925.7,5.2,21.487,0.077,0,35000.0,0,10.463131911492,1,1995,0,0,0,1,0,0
SOAD07856,Lyndrassia,Yes,Flood Risk Reduction,Earth,14.225,0.117,45000.0,1992,1991,0.01576,172.50900435439465,Uncontrolled,02/06/2021,3,0.0,High,Satisfactory,2007-12-21,0.0924,42.4,216.5,39.225397400312445,14.225,0.117,0,45000.0,0,10.7144399907278,1,1991,0,0,0,1,0,0
SOAD03483,Lyndrassia,No,Grade Stabilization,Earth,11.399,0.071,7290.0,1993,,0.05319,1251.7463,Uncontrolled,,0,64.42104061344578,Low,Not Rated,,0.0772,18.7,10.5,49.14321188816598,11.399,0.071,0,7290.0,0,8.89439598980643,0,Unknow,0,0,0,0,0,1
SOAD03983,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.229,0.043,27102.157227586486,1938,,0.09488462067624895,13.319214904062397,,,Unknow,10.07,Low,,,0.0782,19.0,334.5,40.14965120257201,9.229,0.043,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD06212,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.247,0.133,2000.0,1965,,0.00788,93.21515,Uncontrolled,,0,65.78593057892672,Low,Not Rated,,0.0931,33.0,22.8,44.868277533482626,9.247,0.133,0,2000.0,0,7.60140233458373,0,Unknow,0,0,0,0,0,1
SOAD06951,Lyndrassia,Yes,Flood Risk Reduction,Earth,15.695,0.117,34334.29900625548,1992,1991,0.01773,403.34617271605276,Uncontrolled,02/06/2021,3,0.0,High,Satisfactory,2007-12-21,0.0858,8.8,707.7,39.86586348508136,15.695,0.117,0,,1,,1,1991,0,0,1,1,0,0
SOAD14676,Lyndrassia,No,Grade Stabilization,Earth,11.913,0.074,6250.0,1997,,0.00788,1434.8398357936462,Uncontrolled,,Unknow,101.95,Low,Not Available,,0.0921,31.9,96.9,44.33720339408979,11.913,0.074,0,6250.0,0,8.74049672993181,0,Unknow,0,0,0,1,0,0
SOAD00944,Lyndrassia,No,Grade Stabilization,Earth,10.153,0.092,9558.0,1996,,0.00788,234.36952,Uncontrolled,,0,66.47460398300254,Low,Not Rated,,0.1034,35.8,9.9,46.8836215115736,10.153,0.092,0,9558.0,0,9.16523839806376,0,Unknow,0,0,0,0,0,1
SOAD05797,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.642,0.157,9450.0,1983,,0.03152,873.55912,,,0,65.98532969165701,Low,Not Rated,,0.1136,12.4,19.3,46.26504380604516,9.642,0.157,0,9450.0,0,9.15387583499506,0,Unknow,0,0,0,0,0,1
SOAD08042,Lyndrassia,No,Grade Stabilization,Earth,11.472,0.073,5313.0,1997,,0.03349,1997.4675,Uncontrolled,,0,64.34406384913939,Low,Not Rated,,0.0798,45.7,18.3,46.95204573646026,11.472,0.073,0,5313.0,0,8.57810012631976,0,Unknow,0,0,0,0,0,1
SOAD10809,Lyndrassia,No,Recreation,Earth,10.791,0.34992291434408646,91276.3742867803,1989,,0.00788,138.49108,,,0,11.76,High,Not Rated,,0.0949,44.6,427.2,4.8,10.791,,1,,1,,0,Unknow,0,1,1,0,0,0
SOAD17444,Lyndrassia,No,Grade Stabilization,Earth,9.692,0.089,7960.0,1995,,0.06501,1858.97642,Uncontrolled,,0,63.83360463386273,Low,Not Rated,,0.0807,18.4,15.4,49.650011644762365,9.692,0.089,0,7960.0,0,8.98230989908858,0,Unknow,0,0,0,0,0,1
SOAD19597,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.491,0.153,9180.0,1983,,0.11229,1592.64742,,,0,64.6735856388915,Low,Not Rated,,0.0633,45.0,15.3,47.90212433787772,9.491,0.153,0,9180.0,0,9.1248914101437,0,Unknow,0,0,0,0,0,1
SOAD19832,Lyndrassia,Yes,Irrigation,Earth,9.682,0.09,22056.194959792152,1951,,0.044297530205181304,128.62040126954713,,,Unknow,50.43,Low,,,0.1125,15.6,153.1,35.1,9.682,0.09,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD00787,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.937,0.117,2800.0,1962,,0.03349,1669.88283,Uncontrolled,,0,65.14321221450179,Low,Not Rated,,0.1295,47.3,13.1,49.44987619035663,8.937,0.117,0,2800.0,0,7.93773177526011,0,Unknow,0,0,0,0,0,1
SOAD04209,Lyndrassia,Yes,Unknow,Earth,15.981,0.222,30000.0,1980,,0.01773,1066.5536314812496,Uncontrolled,13/10/2022,5,56.72234491815297,Low,Satisfactory,2007-12-21,0.0474,42.4,12.0,41.106648937236905,15.981,0.222,0,30000.0,0,10.3089859934221,0,Unknow,0,0,0,1,0,1
SOAD05241,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.608,0.1,6600.0,1967,,0.00788,1600.63729,Uncontrolled,,0,67.50399733308451,Low,Not Rated,,0.077,34.7,15.8,47.502516323977865,8.608,0.1,0,6600.0,0,8.79497643168877,0,Unknow,0,0,0,0,0,1
SOAD06200,Lyndrassia,No,Fish and Wildlife Pond,Earth,11.51,0.163,11556.0,1995,,0.01182,316.93151,Uncontrolled,,0,67.57475403452946,Low,Not Rated,,0.1201,34.9,16.9,47.338545372619386,11.51,0.163,0,11556.0,0,9.35504659297544,0,Unknow,0,0,0,0,0,1
SOAD06884,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,14.639,0.133,51557.87616943151,1948,,0.061534134491518525,197.13163372643922,,,Unknow,20.19,Low,,,0.1104,11.6,229.6,48.46799153552767,14.639,0.133,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD11807,Lyndrassia,No,Other,Earth,12.239,0.31301694525604634,83152.59662340315,Unknow,,0.00788,149.14424,,,0,0.0,Low,Not Rated,,0.08,39.5,209.5,39.84727158128104,12.239,,1,,1,,0,Unknow,0,1,1,0,0,0
SOAD12364,Lyndrassia,No,Grade Stabilization,Earth,10.979,0.093,7262.0,2002,,0.00788,290.29861,Uncontrolled,31/03/2004,0,66.47346888776441,Low,Not Rated,,0.0878,42.0,9.6,50.070377444873785,10.979,0.093,0,7262.0,0,8.89054824560617,0,Unknow,0,0,0,0,0,1
SOAD19003,Lyndrassia,No,Grade Stabilization,Earth,11.324,0.098,9558.0,1991,,0.00788,2471.53312,Uncontrolled,,0,67.87347485417482,Low,Not Rated,,0.0692,38.9,5.9,45.54087006558525,11.324,0.098,0,9558.0,0,9.16523839806376,0,Unknow,0,0,0,0,0,1
SOAD01658,Lyndrassia,No,Grade Stabilization,Earth,8.902,0.123,9660.0,2009,,0.04925,356.88086,Uncontrolled,01/10/2009,0,63.96134776448671,Low,Not Rated,,0.0889,6.3,11.1,56.376141769259156,8.902,0.123,0,9660.0,0,9.17585244151751,0,Unknow,0,0,0,0,0,1
SOAD01811,Lyndrassia,No,Grade Stabilization,Earth,11.695,0.08,6151.0,1995,,0.06501,2407.61416,Uncontrolled,23/06/1995,0,64.75545802955652,Low,Not Rated,,0.0796,24.8,6.2,46.6096769836567,11.695,0.08,0,6151.0,0,8.72453251118548,0,Unknow,0,0,0,0,0,1
SOAD03452,Lyndrassia,No,Grade Stabilization,Earth,11.688,0.091,7528.0,1991,,0.02561,1273.05262,Uncontrolled,,0,64.3632902728916,Low,Not Rated,,0.0832,17.1,21.4,47.88764533766279,11.688,0.091,0,7528.0,0,8.92651750985012,0,Unknow,0,0,0,0,0,1
SOAD06864,Lyndrassia,No,Grade Stabilization,Earth,12.755,0.072,4515.0,1994,,0.0788,3129.36575,Uncontrolled,,5,64.34367137838426,Low,Not Rated,,0.078,6.1,17.5,46.100388923432604,12.755,0.072,0,4515.0,0,8.41538192526955,0,Unknow,0,0,0,0,0,1
SOAD08262,Lyndrassia,No,Grade Stabilization,Earth,9.363,0.101,6473.0,1994,,0.08077,775.01739,Uncontrolled,,0,64.21403707672631,Low,Not Rated,,0.1034,6.4,17.6,51.38676976040367,9.363,0.101,0,6473.0,0,8.77554943448619,0,Unknow,0,0,0,0,0,1
SOAD09396,Lyndrassia,Yes,Irrigation,Earth,23.842,0.193,135038.7946866765,1950,,0.09613953281081707,623.5819269351939,,,Unknow,1.69,Low,,,0.088,7.2,498.6,10.3,23.842,0.193,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD12125,Lyndrassia,No,Unknow,Earth,11.628,0.553432767155149,106651.80490062316,Unknow,,0.00788,71.90883,,,0,25.04,Low,Not Rated,,0.1051,14.0,394.0,47.96702868682562,11.628,,1,,1,,0,Unknow,0,1,1,0,0,0
SOAD14713,Lyndrassia,No,Grade Stabilization,Earth,11.528,0.073,6519.0,1993,,0.02561,322.25809,Uncontrolled,,0,65.8208975704074,Low,Not Rated,,0.0991,28.0,5.9,48.173592939791206,11.528,0.073,0,6519.0,0,8.7826296549207,0,Unknow,0,0,0,0,0,1
SOAD19269,Lyndrassia,No,Grade Stabilization,Earth,10.809,0.113,8360.0,2006,,0.06107,676.47566,Uncontrolled,30/09/2006,0,65.28970023238196,Low,Not Rated,,0.1193,46.7,6.0,51.35375247141469,10.809,0.113,0,8360.0,0,9.03133331615006,0,Unknow,0,0,0,0,0,1
SOAD20303,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.005,0.133,20000.0,1972,,0.00788,322.25809,Uncontrolled,,0,59.316314123946476,Low,Not Rated,,0.0573,26.9,7.3,48.51167879317761,9.005,0.133,0,20000.0,0,9.90353755128617,0,Unknow,0,0,0,0,0,1
SOAD04236,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.388,0.067,21707.91216421152,1916,,0.09760147841945435,16.221846229099114,,,Unknow,92.16,Low,,,0.0756,13.1,149.8,43.94922007514895,8.388,0.067,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD04491,Lyndrassia,No,Grade Stabilization,Earth,11.103,0.088,8982.0,1995,,0.15957,10541.30182,Uncontrolled,,0,63.697214528914884,Low,Not Rated,,0.0839,8.1,22.2,48.340380356569035,11.103,0.088,0,8982.0,0,9.10308918122921,0,Unknow,0,0,0,0,0,1
SOAD05526,Lyndrassia,No,Grade Stabilization,Earth,11.089,0.087,5713.0,2006,,0.00788,1118.5818,Uncontrolled,31/10/2006,0,68.25443649485352,Low,Not Rated,,0.0824,5.9,5.1,46.02435802159737,11.089,0.087,0,5713.0,0,8.65067458279072,0,Unknow,0,0,0,0,0,1
SOAD09089,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.81,0.183,13890.0,2002,,0.05713,1861.63971,Uncontrolled,01/09/2002,0,60.67486929885296,Low,Not Rated,,0.0838,34.6,4.9,50.115977157089084,10.81,0.183,0,13890.0,0,9.53899642739739,0,Unknow,0,0,0,0,0,1
SOAD11405,Lyndrassia,Yes,Unknow,Earth,13.084,0.08,29079.594502187352,Unknow,,0.00591,438.3907128198051,Uncontrolled,05/04/2022,2,0.84,High,Satisfactory,2014-04-21,0.1017,12.2,458.5,39.69183836429738,13.084,0.08,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD11757,Lyndrassia,No,Grade Stabilization,Earth,10.062,0.093,8522.0,2005,,0.0453099999999999,2831.07727,Uncontrolled,30/09/2005,0,63.98334572163997,Low,Not Rated,,0.1182,11.5,20.1,47.34712904034905,10.062,0.093,0,8522.0,0,9.0505236705223,0,Unknow,0,0,0,0,0,1
SOAD13101,Lyndrassia,No,Fish and Wildlife Pond,Earth,12.862,0.087,9893.0,2000,,0.03349,719.0883,Uncontrolled,30/05/2000,5,66.2696491350797,Low,Not Rated,,0.0709,33.1,9.2,46.834675138743776,12.862,0.087,0,9893.0,0,9.19968379178765,0,Unknow,0,0,0,0,0,1
SOAD14315,Lyndrassia,No,Grade Stabilization,Earth,11.094,0.073,7788.0,2007,,0.04137,178.44043,Uncontrolled,03/10/2007,0,64.32476444440148,Low,Not Rated,,0.1082,16.8,14.6,47.10927111742747,11.094,0.073,0,7788.0,0,8.96046776091995,0,Unknow,0,0,0,0,0,1
SOAD16038,Lyndrassia,No,Grade Stabilization,Earth,11.398,0.117,7455.0,1997,,0.00788,609.89341,Uncontrolled,,0,67.31812631101403,Low,Not Rated,,0.079,45.8,20.0,46.12744653748523,11.398,0.117,0,7455.0,0,8.91677435636543,0,Unknow,0,0,0,0,0,1
SOAD16478,Lyndrassia,No,Grade Stabilization,Earth,10.047,0.076,5974.0,2017,,0.00788,893.2645849746782,Uncontrolled,02/08/2017,5,28.5,Low,Not Available,,0.0656,36.4,413.1,42.301659997643895,10.047,0.076,0,5974.0,0,8.69533937679971,0,Unknow,0,0,0,1,0,0
SOAD16803,Lyndrassia,No,Other,Earth,13.721,0.092,6373.0,1997,,0.05122,1318.32855,Uncontrolled,,0,65.78613315884203,Low,Not Rated,,0.1009,28.6,20.9,51.12812130637225,13.721,0.092,0,6373.0,0,8.75998249497728,0,Unknow,0,0,0,0,0,1
SOAD17753,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.678,0.062,8215.0,1989,,0.05713,2085.35607,Uncontrolled,,0,64.66670554729934,Low,Not Rated,,0.0983,22.8,19.9,51.60097270478152,8.678,0.062,0,8215.0,0,9.01383875160839,0,Unknow,0,0,0,0,0,1
SOAD17880,Lyndrassia,No,Grade Stabilization,Earth,11.248,0.1,7075.0,2004,,0.05713,1542.04491,Uncontrolled,01/11/2004,0,65.51776368630688,Low,Not Rated,,0.0968,15.4,8.8,52.21108235667282,11.248,0.1,0,7075.0,0,8.86446405527968,0,Unknow,0,0,0,0,0,1
SOAD17927,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.302,0.054,5964.0,1989,,0.03349,934.81479,Uncontrolled,,0,65.71721221377275,Low,Not Rated,,0.1003,20.1,18.9,46.242784990811536,12.302,0.054,0,5964.0,0,8.69366433453202,0,Unknow,0,0,0,0,0,1
SOAD18712,Lyndrassia,No,Grade Stabilization,Earth,10.397,0.088,5645.0,1998,,0.05319,945.46795,Uncontrolled,,0,63.828488206163556,Low,Not Rated,,0.0796,5.4,5.0,49.87438791989625,10.397,0.088,0,5645.0,0,8.63870260881343,0,Unknow,0,0,0,0,0,1
SOAD19386,Lyndrassia,No,Grade Stabilization,Earth,11.809,0.153,7120.0,1973,,0.00788,905.5186,Uncontrolled,,0,67.88848549451157,Low,Not Rated,,0.124,9.8,13.2,45.14283191766447,11.809,0.153,0,7120.0,0,8.87080344398212,0,Unknow,0,0,0,0,0,1
SOAD19621,Lyndrassia,No,Grade Stabilization,Earth,10.445,0.108,6435.0,1996,,0.03349,2298.41927,Uncontrolled,,0,64.02465097945696,Low,Not Rated,,0.1183,6.7,17.1,46.347851293226995,10.445,0.108,0,6435.0,0,8.76966250811227,0,Unknow,0,0,0,0,0,1
SOAD19752,Lyndrassia,No,Grade Stabilization,Earth,11.758,0.093,10167.0,1990,,0.04925,2162.59148,Uncontrolled,,0,64.14424117148405,Low,Not Rated,,0.1104,6.5,18.2,48.724802515131366,11.758,0.093,0,10167.0,0,9.22700081286929,0,Unknow,0,0,0,0,0,1
SOAD00040,Lyndrassia,No,Grade Stabilization,Earth,10.367,0.089,7087.0,2002,,0.02561,524.66813,Uncontrolled,21/11/2002,0,64.8869932003556,Low,Not Rated,,0.127,35.0,23.3,48.19966070621287,10.367,0.089,0,7087.0,0,8.86615849228492,0,Unknow,0,0,0,0,0,1
SOAD02499,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,11.096,0.078,6474.0,1989,,0.08274,2897.65952,Uncontrolled,,0,64.52664889367658,Low,Not Rated,,0.1008,12.2,6.3,46.49094353259511,11.096,0.078,0,6474.0,0,8.77570388656774,0,Unknow,0,0,0,0,0,1
SOAD03001,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,16.796,0.067,94021.8821086681,1973,,0.02364,502.3050637683512,,30/10/2019,Unknow,14.5,Low,Not Rated,2007-12-21,0.122,23.4,149.2,38.79718505892225,16.796,0.067,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD06132,Lyndrassia,No,Grade Stabilization,Earth,10.976,0.117,10913.0,2005,,0.01773,793.66042,Uncontrolled,30/09/2005,0,64.57722546398396,Low,Not Rated,,0.0682,32.0,17.9,46.5477935584192,10.976,0.117,0,10913.0,0,9.29780164774618,0,Unknow,0,0,0,0,0,1
