"ID","Region","Regulated.Dam","Primary.Purpose","Primary.Type","Height..m.","Length..km.","Volume..m3.","Year.Completed","Years.Modified","Surface..km2.","Drainage..km2.","Spillway","Last.Inspection.Date","Inspection.Frequency","Distance.to.Nearest.City..km.","Hazard","Assessment","Assessment.Date","Probability.of.Failure","Loss.given.failure...prop..Qm.","Loss.given.failure...liab..Qm.","Loss.given.failure...BI..Qm.","Height_clean","Length_clean","Length_missing","Volume_clean","Volume_missing","Volume_log","n_modifications","last_modification_year"
"SOAD20636","Flumevale","Yes","Water Supply","Earth",9.271,0.167,600,"1982","",0.01773,0,"","23/10/2018","6",1.61,"Low","Satisfactory","2016-07-22",0.0438,8.9,821.9,13.7,9.271,0.167,0,600,0,6.39859493453521,0,"Unknow"
"SOAD00507","Flumevale","Yes","Water Supply","Earth",16.582,0.087,16850,"1989","",0.00788,0,"Uncontrolled","25/03/2019","6",9.41,"Low","Not Rated",NA,0.0624,31.2,217.4,11,16.582,0.087,0,16850,0,9.73216528120054,0,"Unknow"
"SOAD14947","Flumevale","Yes","Irrigation","Earth",11.707,0.037,0,"1973","",0.00788,0,"Uncontrolled","21/04/2004","0",13.27,"Low","Not Rated",NA,0.0843,26.7,123.1,23.4,11.707,0.037,0,NA,1,NA,0,"Unknow"
"SOAD18593","Flumevale","Yes","Water Supply","Earth",14.382,0.209,42500,"1922","",0.00788,0,"","16/03/2022","1",NA,"Low","Satisfactory","2017-09-01",0.0786,34.9,17.3,67,14.382,0.209,0,42500,0,10.6572828840475,0,"Unknow"
"SOAD20352","Flumevale","Yes","Flood Risk Reduction","Earth",13.481,0.05,145,"1974","1977",0.00788,0,"","02/12/2016","3",1.69,"Low","Not Rated",NA,0.1019,8.8,357.6,NA,13.481,0.05,0,145,0,4.98360662170834,1,"1977"
"SOAD02117","Flumevale","Yes","Recreation","Earth",11.511,0.14,NA,"Unknow","",0.01576,0,"Uncontrolled","24/06/2021","6",NA,"Low","Fair","2018-09-25",0.0524,28.1,23.7,3.9,11.511,0.14,0,NA,1,NA,0,"Unknow"
"SOAD06483","Flumevale","No","Unknow","Earth",8.502,0,0,"1944","",0.0197,1078.63245,"","07/12/2022","Unknow",NA,"Significant","Not Available",NA,0.1584,30.1,235,NA,8.502,NA,1,NA,1,NA,0,"Unknow"
"SOAD09248","Flumevale","Yes","Other","Earth",15.568,0.133,42562,"1979","",0.00788,0,"","01/01/1991","6",24.89,"Low","Not Rated",NA,0.0225,20.2,171.7,NA,15.568,0.133,0,42562,0,10.6587406102531,0,"Unknow"
"SOAD12911","Flumevale","Yes","Water Supply","Earth",31.238,0.1,57000,"1940","",0.00788,0,"","24/08/2022","1",0.16,"High","Satisfactory","2017-09-01",0.069,31.5,144.8,32.6,31.238,0.1,0,57000,0,10.9508240905224,0,"Unknow"
"SOAD20752","Flumevale","Yes","Water Supply","Earth",12.74,0.111,17065,"1962","",0.01773,0,"","11/08/2022","1",0.47,"High","Satisfactory","2017-09-01",0.0782,18.6,665.2,62.6,12.74,0.111,0,17065,0,9.74484345909653,0,"Unknow"
"SOAD02445","Flumevale","Yes","Irrigation","Earth",9.043,0.243,8100,"2006","",0.02364,0,"Uncontrolled","01/10/2018","6",NA,"Low","Satisfactory","2015-10-23",0.0523,38.9,14.7,36.4,9.043,0.243,0,8100,0,8.99974278983049,0,"Unknow"
"SOAD02894","Flumevale","Yes","Debris Control","Earth",13.579,0.088,28000,"1962","",0.00788,2.66329,"","20/10/2021","1",0,"High","Satisfactory","2017-09-01",0.0753,16.4,234.3,NA,13.579,0.088,0,28000,0,10.2399955028053,0,"Unknow"
"SOAD19913","Flumevale","No","Other","Earth",5.106,0.033,NA,"Unknow","",NA,NA,"","","Unknow",1.01,"High","Not Available",NA,0.1051,885,246.6,NA,5.106,0.033,0,NA,1,NA,0,"Unknow"
"SOAD00632","Flumevale","Yes","Irrigation","Earth",8.833,0.067,NA,"1946","",0.01576,0,"Uncontrolled","06/06/2014","6",6.58,"Low","Not Rated",NA,0.0804,25.1,330.2,20.9,8.833,0.067,0,NA,1,NA,0,"Unknow"
"SOAD01721","Flumevale","Yes","Water Supply","Earth",10.502,0.347,11400,"1954","",0.01576,0,"","17/03/2022","1",NA,"High","Satisfactory","2017-09-01",0.0723,25.1,850.6,13.4,10.502,0.347,0,11400,0,9.34145634983372,0,"Unknow"
"SOAD08116","Flumevale","Yes","Hydroelectric","Earth",14.519,0.15,NA,"1906","",0.02364,NA,"Uncontrolled","08/09/2022","3",3.27,"Low","Fair","2023-09-29",0.081,26.4,328.2,79,14.519,0.15,0,NA,1,NA,0,"Unknow"
"SOAD08173","Flumevale","Yes","Debris Control","Earth",23.083,0.082,62000,"1957","",0.01773,NA,"","17/02/2022","1",0.16,"High","Satisfactory","2017-09-01",0.0867,41.5,699,NA,23.083,0.082,0,62000,0,11.0349057929294,0,"Unknow"
"SOAD11011","Flumevale","Yes","Recreation","Earth",7.912,0.07,3641,"1955","",0,15.97974,"Uncontrolled","14/09/2010","Unknow",0,"Significant","Not Rated",NA,0.1786,5.9,554.8,4.3,7.912,0.07,0,3641,0,8.20028826028755,0,"Unknow"
"SOAD19635","Flumevale","Yes","Flood Risk Reduction","Earth",13.349,0.07,10875,"1959","",0.01576,0,"Uncontrolled","05/11/2013","3",12.74,"Low","Satisfactory","2019-04-15",0.0613,7.7,425.9,NA,13.349,0.07,0,10875,0,9.29431380575236,0,"Unknow"
"SOAD06018","Flumevale","Yes","Recreation","Earth",6.087,0.083,NA,"Unknow","2016",0.01773,7.98987,"","31/10/2019","2",27.72,"Significant","Satisfactory","2019-10-31",0.1228,18.5,472.8,3.1,6.087,0.083,0,NA,1,NA,1,"2016"
"SOAD06333","Flumevale","Yes","Irrigation","Earth",14.307,0.07,0,"1973","",0.00788,0,"Uncontrolled","21/04/2004","0",12.97,"Low","Fair","2019-10-08",0.0768,41,372.3,42,14.307,0.07,0,NA,1,NA,0,"Unknow"
"SOAD07705","Flumevale","Yes","Unknow","Earth",11.951,0.077,0,"1950","",0.01379,NA,"","10/08/2022","1",2.3,"High","Fair","2017-09-01",0.1022,16.9,449.3,NA,11.951,0.077,0,NA,1,NA,0,"Unknow"
"SOAD12420","Flumevale","Yes","Water Supply","Earth",14.684,0.097,19400,"1969","",0.01576,0,"","06/04/2022","0.5",NA,"Low","Satisfactory","2017-09-01",0.0489,47.3,22.6,12.9,14.684,0.097,0,19400,0,9.8730798901147,0,"Unknow"
"SOAD02075","Flumevale","No","Other","Earth",26.928,0.133,NA,"Unknow","",NA,NA,"","","Unknow",6.39,"High","Not Available",NA,0.0841,520.5,161.2,NA,26.928,0.133,0,NA,1,NA,0,"Unknow"
"SOAD03528","Flumevale","Yes","Water Supply","Earth",14.85,0.117,9600,"1962","",0.00788,NA,"","27/05/2022","1",0,"High","Satisfactory","2017-09-01",0.1102,45.6,595.7,5.3,14.85,0.117,0,9600,0,9.16962253869762,0,"Unknow"
"SOAD04421","Flumevale","Yes","Recreation","Earth",8.878,0.043,5108,"1935","1975S;1984S;1995",0.01576,0,"Uncontrolled","14/05/2020","6",8.11,"Low","Satisfactory","2009-03-20",0.0345,29.4,364.8,5.4,8.878,0.043,0,5108,0,8.5387589693308,3,"1995"
"SOAD09829","Flumevale","No","Recreation","Earth",9.463,0.07,NA,"1955","",NA,0,"Uncontrolled","09/06/2014","10",28.59,"Low","Not Rated",NA,0.057,19.8,210.7,2.9,9.463,0.07,0,NA,1,NA,0,"Unknow"
"SOAD14395","Flumevale","Yes","Water Supply","Earth",24.015,0.08,75722,"1980","",0.00788,42.61264,"Uncontrolled","21/10/2003","0",3.2,"Low","Not Rated",NA,0.1188,23.7,914.3,20.7,24.015,0.08,0,75722,0,11.2348372241898,0,"Unknow"
"SOAD01676","Flumevale","Yes","Unknow","Earth",9.449,0.08,NA,"1982","",0.00788,0,"Uncontrolled","20/03/2019","6",0,"Low","Satisfactory","2020-07-28",0.0327,20.7,105.1,NA,9.449,0.08,0,NA,1,NA,0,"Unknow"
"SOAD03436","Flumevale","Yes","Other","Earth",10.554,0.063,NA,"1974","",0.01576,0,"Uncontrolled","30/04/1992","0",0,"Low","Not Rated",NA,0.0814,47.1,910.2,NA,10.554,0.063,0,NA,1,NA,0,"Unknow"
"SOAD05014","Flumevale","Yes","Debris Control","Earth",13.242,0.127,0,"1962","",0.01773,5.32658,"","04/11/2021","1",0,"High","Satisfactory","2017-09-01",0.0812,28.7,772.7,NA,13.242,0.127,0,NA,1,NA,0,"Unknow"
"SOAD11258","Flumevale","Yes","Other","Earth",13.153,0.117,22260,"1950","",0.0197,NA,"","10/08/2022","1",2.35,"High","Fair","2017-09-01",0.1139,46.1,848.3,NA,13.153,0.117,0,22260,0,10.0105915474503,0,"Unknow"
"SOAD14220","Flumevale","Yes","Water Supply","Earth",10.841,0.094,26000,"2006","",0.01576,0,"Uncontrolled","15/02/2019","6",1.63,"Low","Not Rated",NA,0.0568,46.1,930.7,15.7,10.841,0.094,0,26000,0,10.1658902778025,0,"Unknow"
"SOAD18608","Flumevale","Yes","Water Supply","Earth",52.641,0.339,0,"1958","",0.01773,NA,"","26/10/2021","1",0.14,"High","Satisfactory","2017-09-01",0.0899,27.4,602.3,12.9,52.641,0.339,0,NA,1,NA,0,"Unknow"
"SOAD06890","Flumevale","Yes","Irrigation","Earth",10.521,0.108,NA,"1960","",0.01773,0,"Uncontrolled","24/09/2009","6",31.99,"Low","Not Rated",NA,0.0862,31.4,230.2,16.8,10.521,0.108,0,NA,1,NA,0,"Unknow"
"SOAD07167","Flumevale","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",10.485,0.073,6700,"1992","",0.00788,0,"Uncontrolled","09/08/2017","6",17.91,"Low","Not Rated",NA,0.0478,16.7,213.8,NA,10.485,0.073,0,6700,0,8.81001204797317,0,"Unknow"
"SOAD11290","Flumevale","Yes","Irrigation","Earth",10.449,0.055,13605,"1953","",0.00788,7.98987,"","19/07/2007","6",9.78,"Low","Not Rated",NA,0.0363,46.6,253.5,21.2,10.449,0.055,0,13605,0,9.51826615090501,0,"Unknow"
"SOAD12393","Flumevale","Yes","Irrigation","Earth",11.377,0.091,NA,"1965","1973;1993",0.01773,0,"Uncontrolled","14/05/2019","6",3.22,"Low","Satisfactory","2020-05-20",0.0319,34.2,780.8,44.8,11.377,0.091,0,NA,1,NA,2,"1993"
"SOAD20735","Flumevale","Yes","Recreation","Earth",4.735,0.073,0,"1967","2016",0.01773,13.31645,"Uncontrolled","12/08/2022","2",1.54,"Significant","Satisfactory","2022-08-12",0.1176,22.7,569.7,6,4.735,0.073,0,NA,1,NA,1,"2016"
"SOAD01605","Flumevale","Yes","Water Supply","Earth",15.335,0.147,27333,"1948","",0.01576,0,"","11/07/2023","0.5",NA,"Low","Poor","2018-07-20",0.1049,6.7,16.4,41.3,15.335,0.147,0,27333,0,10.2158866275247,0,"Unknow"
"SOAD01826","Flumevale","Yes","Water Supply","Earth",11.195,0.072,0,"1969","",0.00788,7.98987,"Uncontrolled","27/09/2013","6",3.07,"Low","Fair","2019-08-22",0.0568,5.9,621.6,32,11.195,0.072,0,NA,1,NA,0,"Unknow"
"SOAD02825","Flumevale","Yes","Flood Risk Reduction","Earth",9.257,0.149,0,"1957","",0.01576,0,"Uncontrolled","05/10/2020","6",13.92,"Low","Satisfactory","2013-11-05",0.0506,20.9,383.3,NA,9.257,0.149,0,NA,1,NA,0,"Unknow"
"SOAD03914","Flumevale","Yes","Recreation","Earth",8.851,0.134,8000,"1984","",0.00788,7.98987,"Uncontrolled","11/12/2018","6",3.3,"Low","Not Rated",NA,0.058,30.3,391.5,9.1,8.851,0.134,0,8000,0,8.98732181285012,0,"Unknow"
"SOAD18320","Flumevale","Yes","Water Supply","Earth",15.01,0.067,11000,"1890","",0.01576,2.66329,"","23/06/2022","1",0.79,"High","Satisfactory","2017-09-01",0.0941,33.6,569.5,15,15.01,0.067,0,11000,0,9.30574145673943,0,"Unknow"
"SOAD02366","Flumevale","Yes","Debris Control","Earth",26.889,0.619,379000,"1980","",0.02364,26.6329,"","27/01/2022","1",0,"High","Satisfactory","2017-09-01",0.1031,27.1,952.3,NA,26.889,0.619,0,379000,0,12.8452941225835,0,"Unknow"
"SOAD04740","Flumevale","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.287,0,0,"1954","",0,0,"","06/12/2022","Unknow",NA,"Significant","Not Available",NA,0.1843,28.9,448.7,NA,8.287,NA,1,NA,1,NA,0,"Unknow"
"SOAD05331","Flumevale","Yes","Water Supply","Earth",7.127,0.56,11822,"1996","",0.01576,0,"","18/06/2020","2",11.47,"Significant","Fair","2020-06-18",0.142,42.4,176.2,22.3,7.127,0.56,0,11822,0,9.37780206586311,0,"Unknow"
"SOAD08968","Flumevale","Yes","Irrigation","Earth",18.088,0.117,32000,"Unknow","",0.01576,NA,"","09/03/2023","1",NA,"Significant","Fair","2017-09-01",0.1225,5.4,179.7,30.2,18.088,0.117,0,32000,0,10.3735224312936,0,"Unknow"
"SOAD09486","Flumevale","Yes","Water Supply","Earth",12.535,0.067,0,"Unknow","",0.01576,NA,"","14/03/2018","1",NA,"Significant","Not Rated","2022-02-15",0.1499,19.8,155.4,62.8,12.535,0.067,0,NA,1,NA,0,"Unknow"
"SOAD10560","Flumevale","Yes","Other","Earth",17.26,0.09,18300,"1962","",0.01773,0,"","03/05/2022","0.5",NA,"Low","Satisfactory","2017-09-01",0.0746,43.6,19.5,NA,17.26,0.09,0,18300,0,9.81471098214528,0,"Unknow"
"SOAD10701","Flumevale","Yes","Recreation","Earth",9.345,0.09,NA,"1955","",0.01773,47.93922,"","18/11/1992","0",144.73,"Low","Fair","2014-09-25",0.0886,19.7,176.4,2.9,9.345,0.09,0,NA,1,NA,0,"Unknow"
"SOAD14640","Flumevale","Yes","Irrigation","Earth",12.453,0.077,NA,"1958","",0.01576,13.31645,"","02/11/1988","0",22.22,"Low","Satisfactory","2016-09-19",0.0694,45.5,307.6,5.5,12.453,0.077,0,NA,1,NA,0,"Unknow"
"SOAD00298","Flumevale","Yes","Hydroelectric","Earth",11.238,0.073,NA,"1904","",0.01576,74.57212,"","13/09/2012","6",23.39,"Low","Satisfactory","2015-10-05",0.0429,18.9,127.3,74.5,11.238,0.073,0,NA,1,NA,0,"Unknow"
"SOAD04543","Flumevale","Yes","Flood Risk Reduction","Earth",7.983,0.082,0,"1958","",0.01773,0,"Uncontrolled","01/11/2021","3",0,"Significant","Satisfactory","2021-11-01",0.1271,19.6,809.3,NA,7.983,0.082,0,NA,1,NA,0,"Unknow"
"SOAD11269","Flumevale","Yes","Debris Control","Earth",15.13,0.088,33000,"1986","",0.01773,5.32658,"","09/08/2022","1",4.99,"Significant","Satisfactory","2017-09-01",0.0987,12.4,722.7,NA,15.13,0.088,0,33000,0,10.4042931430198,0,"Unknow"
"SOAD20505","Flumevale","Yes","Recreation","Earth",9.89,0.071,0,"1954","",0.01576,13.31645,"Uncontrolled","06/10/2022","6",8.37,"Low","Fair","2022-09-27",0.0356,7.4,233.2,8.4,9.89,0.071,0,NA,1,NA,0,"Unknow"
"SOAD03390","Flumevale","No","Recreation","Earth",8.866,0.072,2891,"1938","",NA,26.6329,"Controlled","07/08/2013","10",19.44,"Low","Not Rated",NA,0.0195,8.3,302.5,6.2,8.866,0.072,0,2891,0,7.96970358327866,0,"Unknow"
"SOAD04757","Flumevale","Yes","Irrigation","Earth",9.706,0.07,0,"1953","",0.01773,0,"Uncontrolled","29/09/2022","6",23.17,"Low","Not Rated",NA,0.0821,25.6,280.5,11.7,9.706,0.07,0,NA,1,NA,0,"Unknow"
"SOAD01286","Flumevale","Yes","Water Supply","Earth",10.164,0.344,2500,"1964","",0.01773,0,"","16/03/2022","1",NA,"High","Satisfactory","2017-09-01",0.0855,11.3,601.4,68.7,10.164,0.344,0,2500,0,7.82444593087762,0,"Unknow"
"SOAD06818","Flumevale","Yes","Irrigation","Earth",12.671,0.133,2015,"1936","2004H;2004S",0.01773,21.30632,"Uncontrolled","23/06/2022","2",3.31,"Significant","Fair","2022-06-23",0.1386,41.9,113.4,12.7,12.671,0.133,0,2015,0,7.60887062919126,2,"2004"
"SOAD09813","Flumevale","Yes","Flood Risk Reduction","Earth",12.88,0.179,17400,"1959","",0.02561,0,"Uncontrolled","15/04/2014","3",8.19,"Low","Satisfactory","2020-06-05",0.0821,28.7,436.8,NA,12.88,0.179,0,17400,0,9.76428295481558,0,"Unknow"
"SOAD12655","Flumevale","Yes","Debris Control","Earth",18.056,0.308,83000,"1966","",0.00788,2.66329,"","01/12/2021","1",0.16,"High","Satisfactory","2017-09-01",0.0912,26.6,764.5,NA,18.056,0.308,0,83000,0,11.3266079348989,0,"Unknow"
"SOAD16968","Flumevale","Yes","Irrigation","Earth",12.899,0.088,12587,"1955","",0.01576,0,"","30/08/2017","6",10.88,"Low","Not Rated",NA,0.0835,39.5,433,40.3,12.899,0.088,0,12587,0,9.4404992581843,0,"Unknow"
"SOAD05259","Flumevale","Yes","Fish and Wildlife Pond","Earth",9.762,0.227,NA,"1970","",0.03349,0,"","20/09/2001","0",16.59,"Low","Fair","2018-12-11",0.097,39.7,245.9,NA,9.762,0.227,0,NA,1,NA,0,"Unknow"
"SOAD10322","Flumevale","Yes","Water Supply","Earth",13.184,0.367,38500,"1965","",0.01576,NA,"","25/05/2022","1",0,"High","Satisfactory","2017-09-01",0.0951,39.8,562.7,48.2,13.184,0.367,0,38500,0,10.5584394939645,0,"Unknow"
"SOAD15752","Flumevale","Yes","Irrigation","Earth",9.213,0.267,0,"1979","",0.01576,0,"Uncontrolled","23/05/2022","2",0,"Significant","Satisfactory","2022-05-23",0.1212,26.4,833.8,24,9.213,0.267,0,NA,1,NA,0,"Unknow"
"SOAD19994","Flumevale","Yes","Irrigation","Earth",10.12,0.092,0,"1990","",0.01576,0,"Uncontrolled","06/10/2020","6",1.58,"Low","Satisfactory","2019-07-19",0.0406,45.1,576.7,16.9,10.12,0.092,0,NA,1,NA,0,"Unknow"
"SOAD04121","Flumevale","Yes","Irrigation","Earth",11.601,0.062,6800,"2015","",0.01773,37.28606,"Uncontrolled","31/12/2015","0",14.46,"Low","Not Rated",NA,0.0808,36.7,257.4,37.4,11.601,0.062,0,6800,0,8.82482493917564,0,"Unknow"
"SOAD16350","Flumevale","Yes","Flood Risk Reduction","Earth",22.189,0.11,63000,"1964","",0.02561,2.66329,"","24/02/2022","1",0.4,"High","Satisfactory","2017-09-01",0.0932,44.4,933.6,NA,22.189,0.11,0,63000,0,11.0509058782636,0,"Unknow"
"SOAD02195","Flumevale","Yes","Other","Earth",12.833,0.06,6726,"1909","",0.03349,7.98987,"","10/02/2022","0.5",NA,"Low","Satisfactory","2017-09-01",0.0764,10.1,22.2,NA,12.833,0.06,0,6726,0,8.81388455802561,0,"Unknow"
"SOAD10076","Flumevale","Yes","Other","Earth",12.06,0.223,29900,"1938","",0.04334,0,"","21/10/1992","6",0,"Low","Not Rated",NA,0.0668,24.2,544.7,NA,12.06,0.223,0,29900,0,10.3056472036356,0,"Unknow"
"SOAD10957","Flumevale","Yes","Other","Earth",14.258,0.059,22400,"1892","",0.01576,0,"","14/09/2021","0.5",NA,"Low","Satisfactory","2017-09-01",0.071,24.2,20.9,NA,14.258,0.059,0,22400,0,10.0168608797038,0,"Unknow"
"SOAD01737","Flumevale","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",11.262,0.3,32482,"1963","",0.01576,0,"Uncontrolled","23/09/2013","6",0,"Low","Fair","2016-05-24",0.0666,22.6,283.5,NA,11.262,0.3,0,32482,0,10.3884721545423,0,"Unknow"
"SOAD05134","Flumevale","Yes","Water Supply","Earth",21.131,0.073,70870,"1949","",0.00788,0,"","24/08/2022","1",0,"High","Satisfactory","2017-09-01",0.0912,37,166.1,49,21.131,0.073,0,70870,0,11.1686166020476,0,"Unknow"
"SOAD10224","Flumevale","Yes","Water Supply","Earth",6.177,0.32,NA,"Unknow","",0.01576,0,"Uncontrolled","14/04/2022","2",0,"Significant","Satisfactory","2022-04-14",0.1062,24.2,231.8,33.1,6.177,0.32,0,NA,1,NA,0,"Unknow"
"SOAD18724","Flumevale","Yes","Water Supply","Earth",11.673,0.079,9500,"1974","",0.01773,0,"","21/04/2022","0.5",NA,"Low","Satisfactory","2017-09-01",0.0751,35.5,21.8,7.8,11.673,0.079,0,9500,0,9.15915233520675,0,"Unknow"
