"ID","Region","Regulated.Dam","Primary.Purpose","Primary.Type","Height..m.","Length..km.","Volume..m3.","Year.Completed","Years.Modified","Surface..km2.","Drainage..km2.","Spillway","Last.Inspection.Date","Inspection.Frequency","Distance.to.Nearest.City..km.","Hazard","Assessment","Assessment.Date","Probability.of.Failure","Loss.given.failure...prop..Qm.","Loss.given.failure...liab..Qm.","Loss.given.failure...BI..Qm.","Height_clean","Length_clean","Length_missing","Volume_clean","Volume_missing","Volume_log","n_modifications","last_modification_year"
"SOAD08315","Navaldia","Yes","Flood Risk Reduction","Earth",5.768,0.033,NA,"2001","",0.00394,2.66329,"Uncontrolled","24/05/2019","2",NA,"Significant","Not Rated",NA,0.1646,15.1,465.8,NA,5.768,0.033,0,NA,1,NA,0,"Unknow"
"SOAD14643","Navaldia","Yes","Unknow","Earth",2.899,0,NA,"Unknow","",0,0,"Uncontrolled","30/01/2018","5",2.96,"High","Not Rated","2023-01-30",0.0697,11,943.9,NA,2.899,NA,1,NA,1,NA,0,"Unknow"
"SOAD15493","Navaldia","Yes","Recreation","Earth",7.259,0.05,NA,"Unknow","",0.00788,2.66329,"","17/11/2017","2",NA,"Significant","Fair",NA,0.1287,25.8,384,8.9,7.259,0.05,0,NA,1,NA,0,"Unknow"
"SOAD15721","Navaldia","Yes","Recreation","Earth",3.34,0.092,NA,"Unknow","",0.02167,2.66329,"","","2",NA,"Significant","Unsatisfactory",NA,0.166,47.1,308.9,7.5,3.34,0.092,0,NA,1,NA,0,"Unknow"
"SOAD16484","Navaldia","Yes","Flood Risk Reduction","Earth",1.775,0.25,NA,"1990","",0.00788,0,"","26/03/2019","2",NA,"Significant","Fair",NA,0.1485,15.2,259.5,NA,1.775,0.25,0,NA,1,NA,0,"Unknow"
"SOAD17280","Navaldia","Yes","Flood Risk Reduction","Earth",5.731,0.157,NA,"1988","",0.00788,2.66329,"","17/11/2015","2",NA,"Significant","Fair",NA,0.1396,33.6,463.7,NA,5.731,0.157,0,NA,1,NA,0,"Unknow"
"SOAD17404","Navaldia","Yes","Recreation","Earth",7.149,0.103,NA,"1992","",NA,0,"","26/03/2019","2",NA,"Significant","Poor",NA,0.153,369,339.1,5.3,7.149,0.103,0,NA,1,NA,0,"Unknow"
"SOAD18309","Navaldia","Yes","Recreation","Earth",15.943,0.08,NA,"1934","",0.00394,2.66329,"Uncontrolled","25/11/2019","1",NA,"High","Fair",NA,0.0991,15,927.6,8.2,15.943,0.08,0,NA,1,NA,0,"Unknow"
"SOAD01103","Navaldia","Yes","Recreation","Earth",9.308,0.119,21280,"1955","2005S",0.00591,0,"Uncontrolled","31/05/2023","5",4.75,"High","Fair","2023-08-28",0.0597,20.6,382,8.1,9.308,0.119,0,21280,0,9.96556993483267,1,"2005"
"SOAD05612","Navaldia","Yes","Unknow","Earth",8.192,0.117,NA,"Unknow","2016H",0.01576,0,"Uncontrolled","03/05/2017","5",NA,"High","Not Rated","2022-05-03",0.103,31.9,884.7,NA,8.192,0.117,0,NA,1,NA,1,"2016"
"SOAD06989","Navaldia","Yes","Flood Risk Reduction","Earth",9.677,0.117,NA,"1934","",0,2.66329,"Uncontrolled","12/02/2020","5",0.16,"High","Fair","2020-08-28",0.0813,32,224.1,NA,9.677,0.117,0,NA,1,NA,0,"Unknow"
"SOAD07069","Navaldia","Yes","Other","Earth",11.062,0.058,NA,"1982","",0.00394,0,"","15/11/2017","2",NA,"Significant","Fair",NA,0.1318,27.8,452.5,NA,11.062,0.058,0,NA,1,NA,0,"Unknow"
"SOAD10319","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",4.331,0.167,NA,"1990","",0.01379,0,"Uncontrolled","23/03/2011","5",NA,"Significant","Not Rated","2016-03-23",0.0986,18.5,176.5,NA,4.331,0.167,0,NA,1,NA,0,"Unknow"
"SOAD13594","Navaldia","Yes","Flood Risk Reduction","Earth",5.431,0.067,NA,"Unknow","",NA,2.66329,"","29/01/2021","1",NA,"High","Poor",NA,0.1252,496.4,707.3,NA,5.431,0.067,0,NA,1,NA,0,"Unknow"
"SOAD13834","Navaldia","No","Unknow","Earth",4.727,0.15,NA,"Unknow","",0.01379,NA,"Uncontrolled","06/05/2014","Unknow",NA,"Significant","Not Rated","2019-05-06",0.1706,30.1,307.9,NA,4.727,0.15,0,NA,1,NA,0,"Unknow"
"SOAD02236","Navaldia","Yes","Debris Control","Earth",10.437,0.133,NA,"1959","",NA,7.98987,"Uncontrolled","02/09/2020","1",NA,"High","Satisfactory",NA,0.1016,721.2,807.1,NA,10.437,0.133,0,NA,1,NA,0,"Unknow"
"SOAD04924","Navaldia","Yes","Unknow","Earth",6.356,0.093,NA,"2003","",0.00788,0,"Uncontrolled","02/06/2022","5",NA,"Significant","Satisfactory","2023-04-12",0.1111,32.5,436.1,NA,6.356,0.093,0,NA,1,NA,0,"Unknow"
"SOAD11226","Navaldia","Yes","Flood Risk Reduction","Earth",6.142,0.09,NA,"1988","",NA,2.66329,"","19/07/2019","2",NA,"Significant","Satisfactory",NA,0.1185,336.9,192.2,NA,6.142,0.09,0,NA,1,NA,0,"Unknow"
"SOAD14453","Navaldia","No","Unknow","Earth",3.548,0.133,NA,"Unknow","",0.02561,NA,"Uncontrolled","10/03/2015","Unknow",NA,"Significant","Not Rated","2020-03-10",0.1422,21.4,70.1,NA,3.548,0.133,0,NA,1,NA,0,"Unknow"
"SOAD15938","Navaldia","No","Recreation","Earth",3.964,0.05,NA,"1970","",0.01182,0,"Uncontrolled","21/07/2010","Unknow",NA,"Significant","Not Rated","2015-07-21",0.1387,45,431.7,8.3,3.964,0.05,0,NA,1,NA,0,"Unknow"
"SOAD18293","Navaldia","Yes","Irrigation","Earth",4.836,0.158,NA,"1987","",0.01379,2.66329,"","25/03/2021","1",NA,"High","Fair",NA,0.1046,10.7,613.5,18.3,4.836,0.158,0,NA,1,NA,0,"Unknow"
"SOAD01060","Navaldia","Yes","Recreation","Earth",4.802,0.1,NA,"Unknow","",0.02167,2.66329,"Uncontrolled","27/09/2019","5",NA,"High","Fair","2020-05-29",0.0752,9.6,915.9,6.2,4.802,0.1,0,NA,1,NA,0,"Unknow"
"SOAD02990","Navaldia","Yes","Flood Risk Reduction","Earth",7.524,0.047,NA,"1989","",NA,2.66329,"","05/03/2021","1",NA,"High","Fair",NA,0.1191,918,861.2,NA,7.524,0.047,0,NA,1,NA,0,"Unknow"
"SOAD08929","Navaldia","Yes","Recreation","Earth",2.789,0.093,NA,"Unknow","2003H",0.03349,23.96961,"Uncontrolled","18/10/2019","2",NA,"Significant","Fair",NA,0.1218,15.8,372.5,6.3,2.789,0.093,0,NA,1,NA,1,"2003"
"SOAD14502","Navaldia","Yes","Recreation","Earth",3.413,0.05,NA,"2005","",0.01182,2.66329,"Uncontrolled","12/03/2021","2",NA,"Significant","Satisfactory",NA,0.1276,28.6,397.8,4.5,3.413,0.05,0,NA,1,NA,0,"Unknow"
"SOAD14830","Navaldia","Yes","Recreation","Earth",3.355,0.133,NA,"1982","2016H",0.01576,5.32658,"","10/03/2020","2",NA,"Significant","Poor",NA,0.1463,27.5,271.9,3.4,3.355,0.133,0,NA,1,NA,1,"2016"
"SOAD16585","Navaldia","Yes","Unknow","Earth",4.415,0.127,NA,"1966","",0.02167,2.66329,"Uncontrolled","29/10/2020","5",NA,"High","Fair","2014-06-18",0.0828,15.2,796.2,NA,4.415,0.127,0,NA,1,NA,0,"Unknow"
"SOAD18689","Navaldia","Yes","Flood Risk Reduction","Earth",4.56,0.197,NA,"2005","",NA,2.66329,"","25/04/2019","2",NA,"Significant","Fair",NA,0.155,66,247.2,NA,4.56,0.197,0,NA,1,NA,0,"Unknow"
"SOAD19237","Navaldia","Yes","Unknow","Earth",3.434,0.035,NA,"2000","",0.00788,119.84805,"Uncontrolled","18/10/2018","Unknow",NA,"Significant","Fair","2019-09-03",0.1319,43.3,340,NA,3.434,0.035,0,NA,1,NA,0,"Unknow"
"SOAD04037","Navaldia","Yes","Flood Risk Reduction","Earth",4.026,0.1,NA,"1993","",0.01576,0,"Uncontrolled","19/10/2018","5",0,"High","Satisfactory","2019-08-22",0.0608,43.4,124.7,NA,4.026,0.1,0,NA,1,NA,0,"Unknow"
"SOAD05573","Navaldia","Yes","Flood Risk Reduction","Earth",8.4,0.068,NA,"1986","2014S",NA,2.66329,"","04/11/2020","1",NA,"High","Satisfactory",NA,0.0839,779,840.8,NA,8.4,0.068,0,NA,1,NA,1,"2014"
"SOAD06120","Navaldia","No","Unknow","Earth",6.792,0.105,NA,"Unknow","",0.01379,90.55186,"Uncontrolled","03/06/2015","Unknow",NA,"Significant","Not Rated","2020-06-03",0.1704,19.3,39,NA,6.792,0.105,0,NA,1,NA,0,"Unknow"
"SOAD15736","Navaldia","Yes","Recreation","Earth",8.337,0.072,NA,"1914","",0.01576,2.66329,"","17/11/2017","2",NA,"Significant","Poor",NA,0.1459,35.9,92.3,8.5,8.337,0.072,0,NA,1,NA,0,"Unknow"
"SOAD20087","Navaldia","Yes","Flood Risk Reduction","Earth",8.197,0.098,NA,"Unknow","",0.00985,2.66329,"","19/10/2018","2",NA,"Significant","Fair",NA,0.1534,43.3,397,NA,8.197,0.098,0,NA,1,NA,0,"Unknow"
"SOAD00195","Navaldia","Yes","Unknow","Earth",6.562,0.098,NA,"1966","",0.02364,2.66329,"Uncontrolled","29/10/2020","2",NA,"High","Unsatisfactory","2022-05-23",0.1339,42.9,626.6,NA,6.562,0.098,0,NA,1,NA,0,"Unknow"
"SOAD00368","Navaldia","Yes","Flood Risk Reduction","Earth",9.16,0.06,NA,"1990","",NA,2.66329,"","31/12/2019","1",NA,"High","Satisfactory",NA,0.1008,849,693.6,NA,9.16,0.06,0,NA,1,NA,0,"Unknow"
"SOAD03479","Navaldia","Yes","Recreation","Earth",10.136,0.108,NA,"1957","",0.01773,2.66329,"","01/06/2016","5",NA,"Low","Not Rated",NA,0.0332,8.4,19.5,8.8,10.136,0.108,0,NA,1,NA,0,"Unknow"
"SOAD03755","Navaldia","Yes","Recreation","Earth",3.47,0.077,NA,"Unknow","",0.00591,5.32658,"Uncontrolled","16/03/2023","2",NA,"High","Poor","2019-10-01",0.1284,11.7,706.5,4,3.47,0.077,0,NA,1,NA,0,"Unknow"
"SOAD05175","Navaldia","Yes","Flood Risk Reduction","Earth",3.762,0.127,NA,"2004","2011H",NA,2.66329,"","16/10/2020","1",NA,"High","Satisfactory",NA,0.0764,905.6,853.3,NA,3.762,0.127,0,NA,1,NA,1,"2011"
"SOAD08505","Navaldia","Yes","Flood Risk Reduction","Earth",2.78,0.167,NA,"1986","",0.00788,5.32658,"","11/04/2019","2",NA,"Significant","Fair",NA,0.1426,30.8,57.2,NA,2.78,0.167,0,NA,1,NA,0,"Unknow"
"SOAD09636","Navaldia","Yes","Water Supply","Earth",10.192,0.063,NA,"1926","",0.00788,10.65316,"","26/12/2019","1",NA,"High","Fair",NA,0.1095,5.2,568.4,25.4,10.192,0.063,0,NA,1,NA,0,"Unknow"
