ID,Region,Regulated.Dam,Primary.Purpose,Primary.Type,Height..m.,Length..km.,Volume..m3.,Year.Completed,Years.Modified,Surface..km2.,Drainage..km2.,Spillway,Last.Inspection.Date,Inspection.Frequency,Distance.to.Nearest.City..km.,Hazard,Assessment,Assessment.Date,Probability.of.Failure,Loss.given.failure...prop..Qm.,Loss.given.failure...liab..Qm.,Loss.given.failure...BI..Qm.,Height_clean,Length_clean,Length_missing,Volume_clean,Volume_missing,Volume_log,n_modifications,last_modification_year,Height..m._missing,Length..km._missing,Volume..m3._missing,Drainage..km2._missing,Surface..km2._missing,Distance.to.Nearest.City..km._missing
SOAD10896,Navaldia,Yes,Recreation,Earth,3.556,0.06,19207.934908926934,1973,,0.00394,2.66329,,17/11/2017,2,17.71286867874098,Significant,Satisfactory,,0.1378,28.1,103.3,4.6,3.556,0.06,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD17150,Navaldia,Yes,Flood Risk Reduction,Earth,6.819,0.067,13154.129605555796,1948,,0.0589099093793416,230.75189824325315,Uncontrolled,13/02/2020,5,0.16,High,Fair,2021-04-01,0.0985,39.2,851.5,53.3909402326882,6.819,0.067,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD17354,Navaldia,Yes,Unknow,Earth,10.606,0.053,18376.973816385103,2008,,0.02364,147.1466591742748,Uncontrolled,15/06/2022,5,1.67,Significant,Fair,2022-08-25,0.1097,8.0,865.3,55.302668007421794,10.606,0.053,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD02782,Navaldia,Yes,Flood Risk Reduction,Earth,4.227,0.083,81422.48551154374,1991,,0.00591,2.66329,,25/04/2019,2,9.106171401305646,Significant,Fair,,0.1357,47.1,418.9,46.09983895503963,4.227,0.083,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD14624,Navaldia,Yes,Flood Risk Reduction,Earth,3.41,0.063,129124.10519326801,1985,,0.6005227863262123,2.66329,,14/04/2020,2,8.232183606932695,Significant,Fair,,0.1433,373.8,255.4,41.10708192965994,3.41,0.063,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD15975,Navaldia,No,Unknow,Earth,5.836,0.027,24837.09455586706,Unknow,,0.00394,114.92181275835468,Uncontrolled,18/08/2009,Unknow,9.980634488162735,Significant,Not Rated,2014-08-18,0.1649,13.3,322.8,56.63526098127197,5.836,0.027,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD13160,Navaldia,Yes,Unknow,Earth,2.784,0.133,15169.96876208008,Unknow,,0.01379,28.618566038098987,Uncontrolled,07/12/2021,2,1.61,High,Poor,2022-03-17,0.1141,36.1,107.1,29.1254898609416,2.784,0.133,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD14607,Navaldia,No,Unknow,Earth,5.355,0.123,18614.620258389623,1965,,0.00788,27.00465313452356,Uncontrolled,17/10/2007,Unknow,11.307460245799435,Significant,Not Rated,2014-06-18,0.1451,7.9,446.3,21.207942945703817,5.355,0.123,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD15607,Navaldia,Yes,Flood Risk Reduction,Earth,6.12,0.04,35859.097274552005,1992,,0.5957137776881961,2.66329,,19/07/2019,2,16.28315870445801,Significant,Satisfactory,,0.1106,186.3,161.6,41.6812507920793,6.12,0.04,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD18799,Navaldia,Yes,Flood Risk Reduction,Earth,3.336,0.123,84356.68172392837,Unknow,,0.6532061087505316,2.66329,,04/12/2020,1,2.075604464792262,High,Satisfactory,,0.1017,532.3,925.3,40.653176417789744,3.336,0.123,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD01460,Navaldia,Yes,Unknow,Earth,9.399,0.133,36004.69251037913,1948,,0.11026203661844813,2.66329,Uncontrolled,12/02/2020,2,1.4816241791097768,High,Poor,2021-03-31,0.13,41.8,596.3,36.076151257591945,9.399,0.133,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD07202,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.746,0.11,13726.698659253005,1990,1991S,0.00788,27.00465313452356,Uncontrolled,08/07/2009,5,8.999327555447975,Significant,Not Rated,2014-07-08,0.0923,19.0,308.6,20.78139979896335,4.746,0.11,0,,1,,1,1991,0,0,1,1,0,1
SOAD14722,Navaldia,Yes,Flood Risk Reduction,Earth,3.556,0.053,51667.58707899771,1998,,0.6596842432105842,7.98987,,29/12/2020,1,1.9190985936266312,High,Satisfactory,,0.1039,625.3,716.1,41.96584288270961,3.556,0.053,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD20423,Navaldia,Yes,Flood Risk Reduction,Earth,3.25,0.117,47173.085617098994,1994,,0.6610082270580467,2.66329,,28/01/2021,1,1.7568809104009873,High,Fair,,0.096,632.1,897.7,40.305924220808635,3.25,0.117,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD00063,Navaldia,No,Recreation,Earth,3.509,1.6262462121038095,59432.03012077478,1982,,0.16381552963598242,3007.664107151094,,28/07/2009,Unknow,55.499919444444444,Significant,Not Rated,2014-07-28,0.1722,36.1,42.1,5.5,3.509,,1,,1,,0,Unknow,0,1,1,1,1,1
SOAD04234,Navaldia,Yes,Flood Risk Reduction,Earth,4.295,0.1,44272.0066270437,1948,,0.13060705958666974,4238.733634670812,Uncontrolled,12/02/2020,5,0.0,High,Fair,2021-03-31,0.0574,42.9,263.9,58.89268421369527,4.295,0.1,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD05848,Navaldia,Yes,Recreation,Earth,4.178,0.067,20290.567389889653,1973,,0.00591,2.66329,,17/11/2017,2,11.779555592144282,Significant,Poor,,0.1479,25.0,424.5,6.3,4.178,0.067,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD12960,Navaldia,Yes,Water Supply,Earth,6.807,0.067,22486.68616343396,1915,,0.00788,10.65316,,14/10/2020,1,1.3843813776018663,High,Poor,,0.1269,35.4,874.2,17.0,6.807,0.067,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD05174,Navaldia,Yes,Flood Risk Reduction,Earth,8.942,0.09,11208.064784136235,Unknow,,0.05895714958136179,107.95065530139564,Uncontrolled,13/02/2020,5,0.16,High,Fair,2021-04-01,0.0881,27.2,305.0,48.6583598415619,8.942,0.09,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD06379,Navaldia,No,Unknow,Earth,7.121,0.024,11845.162526304752,Unknow,,0.00591,27.00465313452356,Uncontrolled,18/08/2009,Unknow,9.581598949660195,Significant,Not Rated,2014-08-18,0.111,23.1,392.8,20.72942668226911,7.121,0.024,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD09118,Navaldia,Yes,Recreation,Earth,7.888,0.1,18793.05583187563,Unknow,2002H,0.02955,23.96961,Uncontrolled,27/08/2020,2,43.24219391534389,Significant,Satisfactory,,0.1212,5.9,71.8,8.3,7.888,0.1,0,,1,,1,2002,0,0,1,0,0,1
SOAD10640,Navaldia,Yes,Flood Risk Reduction,Earth,3.884,0.058,4140.0,2009,,0.00788,176.12103276852247,Uncontrolled,08/12/2021,5,13.968351426893841,Significant,Fair,2022-07-27,0.1218,9.4,124.5,53.67161123648117,3.884,0.058,0,4140.0,0,8.32869258354557,0,Unknow,0,0,0,1,0,1
SOAD11247,Navaldia,Yes,Recreation,Earth,3.242,0.04,18791.72601906603,1936,,0.02167,2.66329,,29/06/2017,2,12.77921481197081,Significant,Fair,,0.1364,6.1,252.1,6.0,3.242,0.04,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD11707,Navaldia,No,Unknow,Earth,5.459,0.039,26233.7363662481,Unknow,,0.00788,94.18178653066947,Uncontrolled,18/08/2009,Unknow,9.1290777963131,Significant,Not Rated,2014-08-18,0.1546,32.1,400.2,28.710728172197317,5.459,0.039,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD15867,Navaldia,Yes,Recreation,Earth,5.156,0.183,45860.25957170238,1982,2002S,0.03349,2.66329,,19/01/2021,1,2.468512525869603,High,Fair,,0.1167,15.5,887.5,8.2,5.156,0.183,0,,1,,1,2002,0,0,1,0,0,1
SOAD05893,Navaldia,Yes,Other,Earth,7.354,0.048,26439.656160249935,Unknow,,0.00788,7.98987,,29/03/2017,2,46.07444761904763,Significant,Not Rated,,0.167,17.2,74.7,37.23610170255338,7.354,0.048,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD12488,Navaldia,No,Other,Earth,4.199,0.043,26759.35859797541,Unknow,,0.00788,94.18178653066947,Uncontrolled,24/08/2009,Unknow,10.482165938303915,Significant,Not Rated,2014-08-24,0.1619,44.7,473.7,28.883545788185007,4.199,0.043,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD18907,Navaldia,Yes,Flood Risk Reduction,Earth,4.068,0.125,144265.82182012429,1986,,5.322342042007175,2.66329,,28/01/2021,1,1.6867505495043953,High,Satisfactory,,0.085,862.4,828.4,43.85389701707259,4.068,0.125,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD00892,Navaldia,Yes,Flood Risk Reduction,Earth,4.974,0.147,42898.29602744498,1993,,0.5966746451881962,2.66329,,27/07/2018,2,45.11487500000003,Significant,Not Rated,,0.1355,310.9,31.4,45.457062477228405,4.974,0.147,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD11305,Navaldia,Yes,Recreation,Earth,5.32,0.067,12742.289110656648,Unknow,,0.00591,7.98987,,12/10/2020,1,2.1818751286773677,High,Satisfactory,,0.0907,42.2,713.7,5.9,5.32,0.067,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD14530,Navaldia,Yes,Flood Risk Reduction,Earth,3.487,0.16,35946.41190292418,1979,,0.5994942473618371,2.66329,,22/03/2019,2,8.746414474256486,Significant,Fair,,0.1276,388.0,302.4,41.83782205896287,3.487,0.16,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD15004,Navaldia,Yes,Recreation,Earth,6.437,0.05,12926.534088814096,Unknow,,0.00985,2.66329,,23/03/2021,1,2.032220670005874,High,Fair,,0.1056,12.8,805.9,7.1,6.437,0.05,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD15153,Navaldia,Yes,Recreation,Earth,6.847,0.067,17792.75417040249,Unknow,,0.01182,2.66329,,15/11/2017,2,9.102635297903307,Significant,Satisfactory,,0.1042,43.1,350.0,8.7,6.847,0.067,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD15297,Navaldia,Yes,Recreation,Earth,3.795,0.037,18961.284269947864,Unknow,,0.01576,2.66329,,04/12/2020,2,11.623799260917254,Significant,Fair,,0.1444,27.9,276.7,6.6,3.795,0.037,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD20131,Navaldia,Yes,Recreation,Earth,3.533,0.15,15042.885307877315,Unknow,1991S,0.01773,28.618566038098987,Uncontrolled,14/09/2016,5,1.61,High,Not Rated,2021-09-14,0.1054,43.2,904.3,4.7,3.533,0.15,0,,1,,1,1991,0,0,1,1,0,0
SOAD00226,Navaldia,Yes,Flood Risk Reduction,Earth,8.065,0.083,11958.853418700886,1965,,0.00985,26.63486742762245,,19/10/2018,2,10.952538443531903,Significant,Satisfactory,,0.122,18.4,339.5,22.560853077435972,8.065,0.083,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD01190,Navaldia,Yes,Recreation,Earth,5.321,0.133,13194.779249830099,1968,1975S,0.00788,27.00465313452356,Uncontrolled,26/03/2015,5,2.5740293832961068,High,Not Rated,2020-03-26,0.1004,9.5,590.0,3.1,5.321,0.133,0,,1,,1,1975,0,0,1,1,0,1
SOAD06606,Navaldia,Yes,Flood Risk Reduction,Earth,9.137,0.067,40174.57382076229,Unknow,,0.6018519708029971,2.66329,,19/10/2018,2,11.057045115296859,Significant,Satisfactory,,0.1135,217.4,441.6,41.24699449056441,9.137,0.067,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD10931,Navaldia,Yes,Water Supply,Earth,8.504,0.055,23670.105946359454,1915,,0.01773,10.65316,,14/10/2020,1,1.4727609772588532,High,Poor,,0.1244,41.7,670.2,16.5,8.504,0.055,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD11393,Navaldia,Yes,Flood Risk Reduction,Earth,6.931,0.09,12007.553987862884,1948,,0.05895714958136179,292.6606478527943,Uncontrolled,13/02/2020,5,0.16,High,Fair,2021-04-01,0.0739,5.1,128.3,56.884376407281465,6.931,0.09,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD19959,Navaldia,Yes,Recreation,Earth,5.04,0.083,78831.91449608498,Unknow,,0.6051940669811153,2.66329,,21/09/2017,2,8.968392245627422,Significant,Fair,,0.1325,124.5,308.9,3.9,5.04,0.083,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD00463,Navaldia,Yes,Flood Risk Reduction,Earth,3.213,0.028,131808.20309217068,Unknow,,0.6005227863262123,2.66329,,07/10/2016,2,9.87399162451944,Significant,Fair,,0.1296,78.2,288.6,40.453804689972316,3.213,0.028,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD01374,Navaldia,Yes,Flood Risk Reduction,Earth,3.889,0.117,43069.73421125665,Unknow,2003H,0.7079532952423034,89.11100159339242,Uncontrolled,25/10/2017,2,9.074744625676594,Significant,Fair,,0.1215,451.1,348.9,29.554256449384113,3.889,0.117,0,,1,,1,2003,0,0,1,1,1,1
SOAD03552,Navaldia,Yes,Recreation,Earth,4.689,0.07,18615.548631611775,1982,,0.01576,5.32658,,08/09/2017,2,45.435718518518506,Significant,Poor,,0.137,18.6,32.5,6.1,4.689,0.07,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD05302,Navaldia,Yes,Recreation,Earth,6.739,0.073,15005.970499586674,1986,,0.01773,28.13810765163981,Uncontrolled,19/10/2016,5,7.18,Significant,Not Rated,2021-10-19,0.1423,27.0,135.5,7.5,6.739,0.073,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD08078,Navaldia,Yes,Flood Risk Reduction,Earth,6.5,0.2,23900.499142554992,Unknow,,0.5966746451881962,13.31645,,09/08/2018,2,45.360587510121746,Significant,Not Rated,,0.1676,188.6,94.0,34.29121015651396,6.5,0.2,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD08991,Navaldia,Yes,Flood Risk Reduction,Earth,4.186,0.133,92694.80367910664,Unknow,,0.6005227863262123,2.66329,,26/03/2019,2,7.95187732072499,Significant,Poor,,0.1478,460.0,314.3,36.48266598766058,4.186,0.133,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD02260,Navaldia,Yes,Other,Earth,3.844,0.053,12389.631354346935,1980,,0.06107,7.98987,Uncontrolled,11/08/2022,5,12.892083433233797,Significant,Fair,2023-02-16,0.1067,26.3,473.8,29.609670139108978,3.844,0.053,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD03198,Navaldia,Yes,Recreation,Earth,7.737,0.087,11839.876607924969,1886,,0.01379,2.66329,,05/12/2019,1,1.9054562951273355,High,Fair,,0.0935,16.7,579.3,6.7,7.737,0.087,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD08315,Navaldia,Yes,Flood Risk Reduction,Earth,5.768,0.033,31609.263900386813,2001,,0.00394,2.66329,Uncontrolled,24/05/2019,2,10.155947742444921,Significant,Not Rated,,0.1646,15.1,465.8,47.10307834270855,5.768,0.033,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD14643,Navaldia,Yes,Unknow,Earth,2.899,1.2053887804762906,314260.7165969453,Unknow,,0.18835531285850407,5899.095016762579,Uncontrolled,30/01/2018,5,2.96,High,Not Rated,2023-01-30,0.0697,11.0,943.9,60.82147568236224,2.899,,1,,1,,0,Unknow,0,1,1,1,1,0
SOAD15493,Navaldia,Yes,Recreation,Earth,7.259,0.05,22994.006451500125,Unknow,,0.00788,2.66329,,17/11/2017,2,10.942401074315683,Significant,Fair,,0.1287,25.8,384.0,8.9,7.259,0.05,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD15721,Navaldia,Yes,Recreation,Earth,3.34,0.092,22143.131142797847,Unknow,,0.02167,2.66329,,,2,12.320162903291775,Significant,Unsatisfactory,,0.166,47.1,308.9,7.5,3.34,0.092,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD16484,Navaldia,Yes,Flood Risk Reduction,Earth,1.775,0.25,24107.65227861518,1990,,0.00788,6475.536264734608,,26/03/2019,2,9.596881077208034,Significant,Fair,,0.1485,15.2,259.5,62.131266644691884,1.775,0.25,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD17280,Navaldia,Yes,Flood Risk Reduction,Earth,5.731,0.157,16231.474787882318,1988,,0.00788,2.66329,,17/11/2015,2,12.243551856455296,Significant,Fair,,0.1396,33.6,463.7,49.69284869647566,5.731,0.157,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD17404,Navaldia,Yes,Recreation,Earth,7.149,0.103,58445.45340445126,1992,,0.7143848873416778,89.55293184171005,,26/03/2019,2,8.977627819781574,Significant,Poor,,0.153,369.0,339.1,5.3,7.149,0.103,0,,1,,0,Unknow,0,0,1,1,1,1
SOAD18309,Navaldia,Yes,Recreation,Earth,15.943,0.08,57146.529009655904,1934,,0.00394,2.66329,Uncontrolled,25/11/2019,1,2.0382002379468593,High,Fair,,0.0991,15.0,927.6,8.2,15.943,0.08,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD01103,Navaldia,Yes,Recreation,Earth,9.308,0.119,21280.0,1955,2005S,0.00591,28.507893358540915,Uncontrolled,31/05/2023,5,4.75,High,Fair,2023-08-28,0.0597,20.6,382.0,8.1,9.308,0.119,0,21280.0,0,9.96556993483267,1,2005,0,0,0,1,0,0
SOAD05612,Navaldia,Yes,Unknow,Earth,8.192,0.117,14667.901533361863,Unknow,2016H,0.01576,26.63486742762245,Uncontrolled,03/05/2017,5,1.6426995901283896,High,Not Rated,2022-05-03,0.103,31.9,884.7,29.099176086072898,8.192,0.117,0,,1,,1,2016,0,0,1,1,0,1
SOAD06989,Navaldia,Yes,Flood Risk Reduction,Earth,9.677,0.117,34247.415819683556,1934,,0.11026203661844813,2.66329,Uncontrolled,12/02/2020,5,0.16,High,Fair,2020-08-28,0.0813,32.0,224.1,39.60631497972469,9.677,0.117,0,,1,,0,Unknow,0,0,1,0,1,0
SOAD07069,Navaldia,Yes,Other,Earth,11.062,0.058,21273.111474411566,1982,,0.00394,229.87365607913068,,15/11/2017,2,10.947333047940727,Significant,Fair,,0.1318,27.8,452.5,52.913848924568036,11.062,0.058,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD10319,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.331,0.167,14308.741424797976,1990,,0.01379,26.63486742762245,Uncontrolled,23/03/2011,5,14.918744361478781,Significant,Not Rated,2016-03-23,0.0986,18.5,176.5,22.412284690871655,4.331,0.167,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD13594,Navaldia,Yes,Flood Risk Reduction,Earth,5.431,0.067,48732.34624180712,Unknow,,0.6512763465004177,2.66329,,29/01/2021,1,1.6722247014757134,High,Poor,,0.1252,496.4,707.3,33.67390278984325,5.431,0.067,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD13834,Navaldia,No,Unknow,Earth,4.727,0.15,25520.569075814627,Unknow,,0.01379,284.9521623691898,Uncontrolled,06/05/2014,Unknow,8.904191583454224,Significant,Not Rated,2019-05-06,0.1706,30.1,307.9,57.34845083243308,4.727,0.15,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD02236,Navaldia,Yes,Debris Control,Earth,10.437,0.133,86853.26583794277,1959,,5.530275584259717,7.98987,Uncontrolled,02/09/2020,1,1.9087182190009477,High,Satisfactory,,0.1016,721.2,807.1,47.617890585484744,10.437,0.133,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD04924,Navaldia,Yes,Unknow,Earth,6.356,0.093,11946.154912732769,2003,,0.00788,27.00465313452356,Uncontrolled,02/06/2022,5,9.313417511321383,Significant,Satisfactory,2023-04-12,0.1111,32.5,436.1,21.205904144207754,6.356,0.093,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD11226,Navaldia,Yes,Flood Risk Reduction,Earth,6.142,0.09,37827.89311400092,1988,,0.5957137776881961,2.66329,,19/07/2019,2,16.442185856733698,Significant,Satisfactory,,0.1185,336.9,192.2,41.8682830640303,6.142,0.09,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD14453,Navaldia,No,Unknow,Earth,3.548,0.133,23029.150501249293,Unknow,,0.02561,22063.558777742317,Uncontrolled,10/03/2015,Unknow,53.793111111111024,Significant,Not Rated,2020-03-10,0.1422,21.4,70.1,65.73937724310959,3.548,0.133,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD15938,Navaldia,No,Recreation,Earth,3.964,0.05,21072.762392048513,1970,,0.01182,26.681284625151,Uncontrolled,21/07/2010,Unknow,10.586650430927335,Significant,Not Rated,2015-07-21,0.1387,45.0,431.7,8.3,3.964,0.05,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD18293,Navaldia,Yes,Irrigation,Earth,4.836,0.158,72977.42645772584,1987,,0.01379,2.66329,,25/03/2021,1,2.2192041780223266,High,Fair,,0.1046,10.7,613.5,18.3,4.836,0.158,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD01060,Navaldia,Yes,Recreation,Earth,4.802,0.1,15921.64357396365,Unknow,,0.02167,2.66329,Uncontrolled,27/09/2019,5,1.8485255789224138,High,Fair,2020-05-29,0.0752,9.6,915.9,6.2,4.802,0.1,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD02990,Navaldia,Yes,Flood Risk Reduction,Earth,7.524,0.047,138212.91111274814,1989,,5.3869380264317215,2.66329,,05/03/2021,1,1.6730756843653898,High,Fair,,0.1191,918.0,861.2,41.17541175217706,7.524,0.047,0,,1,,0,Unknow,0,0,1,0,1,1
SOAD08929,Navaldia,Yes,Recreation,Earth,2.789,0.093,12369.801983085212,Unknow,2003H,0.03349,23.96961,Uncontrolled,18/10/2019,2,12.503557805331411,Significant,Fair,,0.1218,15.8,372.5,6.3,2.789,0.093,0,,1,,1,2003,0,0,1,0,0,1
SOAD14502,Navaldia,Yes,Recreation,Earth,3.413,0.05,12696.711322565086,2005,,0.01182,2.66329,Uncontrolled,12/03/2021,2,12.173612044427436,Significant,Satisfactory,,0.1276,28.6,397.8,4.5,3.413,0.05,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD14830,Navaldia,Yes,Recreation,Earth,3.355,0.133,16816.59563345528,1982,2016H,0.01576,5.32658,,10/03/2020,2,11.17789336276616,Significant,Poor,,0.1463,27.5,271.9,3.4,3.355,0.133,0,,1,,1,2016,0,0,1,0,0,1
