"ID","Region","Regulated.Dam","Primary.Purpose","Primary.Type","Height..m.","Length..km.","Volume..m3.","Year.Completed","Years.Modified","Surface..km2.","Drainage..km2.","Spillway","Last.Inspection.Date","Inspection.Frequency","Distance.to.Nearest.City..km.","Hazard","Assessment","Assessment.Date","Probability.of.Failure","Loss.given.failure...prop..Qm.","Loss.given.failure...liab..Qm.","Loss.given.failure...BI..Qm.","Height_clean","Length_clean","Length_missing","Volume_clean","Volume_missing","Volume_log","n_modifications","last_modification_year"
"SOAD16079","Lyndrassia","Yes","Recreation","Earth",13.32,0.197,NA,"Unknow","",0.03349,NA,"Uncontrolled","","Unknow",NA,"High","Unsatisfactory",NA,0.1325,15.9,952.6,7.6,13.32,0.197,0,NA,1,NA,0,"Unknow"
"SOAD16467","Lyndrassia","Yes","Recreation","Earth",13.752,0.15,NA,"1981","",0.06304,NA,"Uncontrolled","","3",NA,"High","Unsatisfactory",NA,0.1381,33.2,932.1,8.7,13.752,0.15,0,NA,1,NA,0,"Unknow"
"SOAD16854","Lyndrassia","Yes","Recreation","Earth",13.08,0.292,NA,"1986","",0.05516,NA,"Uncontrolled","","Unknow",13.52,"High","Unsatisfactory",NA,0.1368,18.2,454.3,6.7,13.08,0.292,0,NA,1,NA,0,"Unknow"
"SOAD17206","Lyndrassia","Yes","Other","Earth",12.642,0.133,NA,"2002","",0.08077,NA,"Uncontrolled","07/09/2021","3",NA,"High","Not Rated",NA,0.0951,27.1,863.9,NA,12.642,0.133,0,NA,1,NA,0,"Unknow"
"SOAD17601","Lyndrassia","Yes","Recreation","Earth",14.216,0.175,NA,"2012","",0.03743,NA,"Uncontrolled","","Unknow",1.54,"High","Unsatisfactory",NA,0.1175,12.7,552.7,9.5,14.216,0.175,0,NA,1,NA,0,"Unknow"
"SOAD18020","Lyndrassia","Yes","Unknow","Earth",28.472,NA,0,"Unknow","",NA,NA,"","30/08/2011","0",2.43,"Significant","Satisfactory","2011-07-20",0.1325,375.1,318.3,NA,28.472,NA,1,NA,1,NA,0,"Unknow"
"SOAD19679","Lyndrassia","Yes","Recreation","Earth",14.637,0.225,NA,"Unknow","2008",0.11426,NA,"Uncontrolled","","3",4.94,"High","Not Rated",NA,0.111,30.4,927.7,4.9,14.637,0.225,0,NA,1,NA,1,"2008"
"SOAD12764","Lyndrassia","Yes","Flood Risk Reduction","Earth",13.925,0.1,30000,"1989","1989",0.00788,0,"Uncontrolled","14/05/2020","2",7.74,"High","Satisfactory","2007-12-19",0.0905,10.8,129.6,NA,13.925,0.1,0,30000,0,10.3089859934221,1,"1989"
"SOAD00979","Lyndrassia","Yes","Recreation","Earth",14.781,0.108,NA,"1996","",NA,NA,"","","Unknow",1.69,"High","",NA,0.1556,479.6,579.1,6.2,14.781,0.108,0,NA,1,NA,0,"Unknow"
"SOAD09276","Lyndrassia","Yes","Other","Earth",22.852,0.1,43000,"1993","1997",0.00788,0,"Uncontrolled","19/01/2023","2",NA,"Significant","Satisfactory","2007-12-21",0.114,35.1,293.8,NA,22.852,0.1,0,43000,0,10.6689786502192,1,"1997"
"SOAD07932","Lyndrassia","Yes","Other","Earth",14.982,0.07,0,"1988","1988",0.00394,0,"Uncontrolled","04/04/2023","2",9.2,"High","Satisfactory","2008-09-04",0.1094,9.9,248.4,NA,14.982,0.07,0,NA,1,NA,1,"1988"
"SOAD20522","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",15.395,0.073,0,"1989","",0.00197,0,"Uncontrolled","12/12/2021","5",9.51,"Significant","Not Rated","2007-12-19",0.1375,28.9,162.5,NA,15.395,0.073,0,NA,1,NA,0,"Unknow"
"SOAD03129","Lyndrassia","Yes","Unknow","Earth",16.055,0.053,NA,"1999","1999",0.00394,0,"","02/11/2021","Unknow",NA,"Significant","Satisfactory","2007-12-19",0.1143,37.2,379.4,NA,16.055,0.053,0,NA,1,NA,1,"1999"
"SOAD16517","Lyndrassia","No","Unknow","Earth",10.489,0.027,0,"Unknow","",0.00591,21.30632,"","","0",0,"Significant","Not Rated",NA,0.1392,39.4,287.2,NA,10.489,0.027,0,NA,1,NA,0,"Unknow"
"SOAD16190","Lyndrassia","Yes","Unknow","Earth",19.243,0.053,NA,"1970","2011",0.00394,0,"Uncontrolled","24/06/2020","3",0.1,"High","Satisfactory","2012-08-27",0.0811,26.7,137,NA,19.243,0.053,0,NA,1,NA,1,"2011"
"SOAD08735","Lyndrassia","No","Unknow","Earth",17.885,0.14,NA,"Unknow","",0.07486,868.23254,"Uncontrolled","19/04/2021","1",NA,"High","Poor","2019-10-11",0.1245,46.5,512.9,NA,17.885,0.14,0,NA,1,NA,0,"Unknow"
"SOAD14049","Lyndrassia","Yes","Recreation","Earth",6.984,0.127,NA,"1963","",NA,NA,"","","Unknow",71.71,"Significant","",NA,0.1273,249.2,191.3,4.9,6.984,0.127,0,NA,1,NA,0,"Unknow"
"SOAD16126","Lyndrassia","No","Recreation","Earth",6.16,NA,0,"1990","",0.00788,727.07817,"Uncontrolled","","0",1.66,"High","Not Rated",NA,0.0874,17,667.1,7.3,6.16,NA,1,NA,1,NA,0,"Unknow"
"SOAD01088","Lyndrassia","No","Unknow","Earth",7.251,NA,0,"Unknow","",0.00788,266.329,"","","0",8.14,"High","Not Rated",NA,0.107,30.9,199.1,NA,7.251,NA,1,NA,1,NA,0,"Unknow"
"SOAD00525","Lyndrassia","Yes","Recreation","Earth",21.487,0.077,35000,"1995","1995",0.01576,0,"Uncontrolled","05/08/2020","2",0,"High","Satisfactory","2007-12-21",0.0843,5.5,925.7,5.2,21.487,0.077,0,35000,0,10.463131911492,1,"1995"
"SOAD07856","Lyndrassia","Yes","Flood Risk Reduction","Earth",14.225,0.117,45000,"1992","1991",0.01576,0,"Uncontrolled","02/06/2021","3",0,"High","Satisfactory","2007-12-21",0.0924,42.4,216.5,NA,14.225,0.117,0,45000,0,10.7144399907278,1,"1991"
"SOAD03483","Lyndrassia","No","Grade Stabilization","Earth",11.399,0.071,7290,"1993","",0.05319,1251.7463,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0772,18.7,10.5,NA,11.399,0.071,0,7290,0,8.89439598980643,0,"Unknow"
"SOAD03983","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",9.229,0.043,NA,"1938","",NA,NA,"","","Unknow",10.07,"Low","",NA,0.0782,19,334.5,NA,9.229,0.043,0,NA,1,NA,0,"Unknow"
"SOAD06212","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.247,0.133,2000,"1965","",0.00788,93.21515,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0931,33,22.8,NA,9.247,0.133,0,2000,0,7.60140233458373,0,"Unknow"
"SOAD06951","Lyndrassia","Yes","Flood Risk Reduction","Earth",15.695,0.117,0,"1992","1991",0.01773,0,"Uncontrolled","02/06/2021","3",0,"High","Satisfactory","2007-12-21",0.0858,8.8,707.7,NA,15.695,0.117,0,NA,1,NA,1,"1991"
"SOAD14676","Lyndrassia","No","Grade Stabilization","Earth",11.913,0.074,6250,"1997","",0.00788,0,"Uncontrolled","","Unknow",101.95,"Low","Not Available",NA,0.0921,31.9,96.9,NA,11.913,0.074,0,6250,0,8.74049672993181,0,"Unknow"
"SOAD00944","Lyndrassia","No","Grade Stabilization","Earth",10.153,0.092,9558,"1996","",0.00788,234.36952,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1034,35.8,9.9,NA,10.153,0.092,0,9558,0,9.16523839806376,0,"Unknow"
"SOAD05797","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.642,0.157,9450,"1983","",0.03152,873.55912,"","","0",NA,"Low","Not Rated",NA,0.1136,12.4,19.3,NA,9.642,0.157,0,9450,0,9.15387583499506,0,"Unknow"
"SOAD08042","Lyndrassia","No","Grade Stabilization","Earth",11.472,0.073,5313,"1997","",0.03349,1997.4675,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0798,45.7,18.3,NA,11.472,0.073,0,5313,0,8.57810012631976,0,"Unknow"
"SOAD10809","Lyndrassia","No","Recreation","Earth",10.791,NA,0,"1989","",0.00788,138.49108,"","","0",11.76,"High","Not Rated",NA,0.0949,44.6,427.2,4.8,10.791,NA,1,NA,1,NA,0,"Unknow"
"SOAD17444","Lyndrassia","No","Grade Stabilization","Earth",9.692,0.089,7960,"1995","",0.06501,1858.97642,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0807,18.4,15.4,NA,9.692,0.089,0,7960,0,8.98230989908858,0,"Unknow"
"SOAD19597","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.491,0.153,9180,"1983","",0.11229,1592.64742,"","","0",NA,"Low","Not Rated",NA,0.0633,45,15.3,NA,9.491,0.153,0,9180,0,9.1248914101437,0,"Unknow"
"SOAD19832","Lyndrassia","Yes","Irrigation","Earth",9.682,0.09,NA,"1951","",NA,NA,"","","Unknow",50.43,"Low","",NA,0.1125,15.6,153.1,35.1,9.682,0.09,0,NA,1,NA,0,"Unknow"
"SOAD00787","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.937,0.117,2800,"1962","",0.03349,1669.88283,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1295,47.3,13.1,NA,8.937,0.117,0,2800,0,7.93773177526011,0,"Unknow"
"SOAD04209","Lyndrassia","Yes","Unknow","Earth",15.981,0.222,30000,"1980","",0.01773,0,"Uncontrolled","13/10/2022","5",NA,"Low","Satisfactory","2007-12-21",0.0474,42.4,12,NA,15.981,0.222,0,30000,0,10.3089859934221,0,"Unknow"
"SOAD05241","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.608,0.1,6600,"1967","",0.00788,1600.63729,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.077,34.7,15.8,NA,8.608,0.1,0,6600,0,8.79497643168877,0,"Unknow"
"SOAD06200","Lyndrassia","No","Fish and Wildlife Pond","Earth",11.51,0.163,11556,"1995","",0.01182,316.93151,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1201,34.9,16.9,NA,11.51,0.163,0,11556,0,9.35504659297544,0,"Unknow"
"SOAD06884","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",14.639,0.133,NA,"1948","",NA,NA,"","","Unknow",20.19,"Low","",NA,0.1104,11.6,229.6,NA,14.639,0.133,0,NA,1,NA,0,"Unknow"
"SOAD11807","Lyndrassia","No","Other","Earth",12.239,NA,0,"Unknow","",0.00788,149.14424,"","","0",0,"Low","Not Rated",NA,0.08,39.5,209.5,NA,12.239,NA,1,NA,1,NA,0,"Unknow"
"SOAD12364","Lyndrassia","No","Grade Stabilization","Earth",10.979,0.093,7262,"2002","",0.00788,290.29861,"Uncontrolled","31/03/2004","0",NA,"Low","Not Rated",NA,0.0878,42,9.6,NA,10.979,0.093,0,7262,0,8.89054824560617,0,"Unknow"
"SOAD19003","Lyndrassia","No","Grade Stabilization","Earth",11.324,0.098,9558,"1991","",0.00788,2471.53312,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0692,38.9,5.9,NA,11.324,0.098,0,9558,0,9.16523839806376,0,"Unknow"
"SOAD01658","Lyndrassia","No","Grade Stabilization","Earth",8.902,0.123,9660,"2009","",0.04925,356.88086,"Uncontrolled","01/10/2009","0",NA,"Low","Not Rated",NA,0.0889,6.3,11.1,NA,8.902,0.123,0,9660,0,9.17585244151751,0,"Unknow"
"SOAD01811","Lyndrassia","No","Grade Stabilization","Earth",11.695,0.08,6151,"1995","",0.06501,2407.61416,"Uncontrolled","23/06/1995","0",NA,"Low","Not Rated",NA,0.0796,24.8,6.2,NA,11.695,0.08,0,6151,0,8.72453251118548,0,"Unknow"
"SOAD03452","Lyndrassia","No","Grade Stabilization","Earth",11.688,0.091,7528,"1991","",0.02561,1273.05262,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0832,17.1,21.4,NA,11.688,0.091,0,7528,0,8.92651750985012,0,"Unknow"
"SOAD06864","Lyndrassia","No","Grade Stabilization","Earth",12.755,0.072,4515,"1994","",0.0788,3129.36575,"Uncontrolled","","5",NA,"Low","Not Rated",NA,0.078,6.1,17.5,NA,12.755,0.072,0,4515,0,8.41538192526955,0,"Unknow"
"SOAD08262","Lyndrassia","No","Grade Stabilization","Earth",9.363,0.101,6473,"1994","",0.08077,775.01739,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1034,6.4,17.6,NA,9.363,0.101,0,6473,0,8.77554943448619,0,"Unknow"
"SOAD09396","Lyndrassia","Yes","Irrigation","Earth",23.842,0.193,NA,"1950","",NA,NA,"","","Unknow",1.69,"Low","",NA,0.088,7.2,498.6,10.3,23.842,0.193,0,NA,1,NA,0,"Unknow"
"SOAD12125","Lyndrassia","No","Unknow","Earth",11.628,NA,0,"Unknow","",0.00788,71.90883,"","","0",25.04,"Low","Not Rated",NA,0.1051,14,394,NA,11.628,NA,1,NA,1,NA,0,"Unknow"
"SOAD14713","Lyndrassia","No","Grade Stabilization","Earth",11.528,0.073,6519,"1993","",0.02561,322.25809,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0991,28,5.9,NA,11.528,0.073,0,6519,0,8.7826296549207,0,"Unknow"
"SOAD19269","Lyndrassia","No","Grade Stabilization","Earth",10.809,0.113,8360,"2006","",0.06107,676.47566,"Uncontrolled","30/09/2006","0",NA,"Low","Not Rated",NA,0.1193,46.7,6,NA,10.809,0.113,0,8360,0,9.03133331615006,0,"Unknow"
"SOAD20303","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.005,0.133,20000,"1972","",0.00788,322.25809,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0573,26.9,7.3,NA,9.005,0.133,0,20000,0,9.90353755128617,0,"Unknow"
"SOAD04236","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.388,0.067,NA,"1916","",NA,NA,"","","Unknow",92.16,"Low","",NA,0.0756,13.1,149.8,NA,8.388,0.067,0,NA,1,NA,0,"Unknow"
"SOAD04491","Lyndrassia","No","Grade Stabilization","Earth",11.103,0.088,8982,"1995","",0.15957,10541.30182,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0839,8.1,22.2,NA,11.103,0.088,0,8982,0,9.10308918122921,0,"Unknow"
"SOAD05526","Lyndrassia","No","Grade Stabilization","Earth",11.089,0.087,5713,"2006","",0.00788,1118.5818,"Uncontrolled","31/10/2006","0",NA,"Low","Not Rated",NA,0.0824,5.9,5.1,NA,11.089,0.087,0,5713,0,8.65067458279072,0,"Unknow"
"SOAD09089","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.81,0.183,13890,"2002","",0.05713,1861.63971,"Uncontrolled","01/09/2002","0",NA,"Low","Not Rated",NA,0.0838,34.6,4.9,NA,10.81,0.183,0,13890,0,9.53899642739739,0,"Unknow"
"SOAD11405","Lyndrassia","Yes","Unknow","Earth",13.084,0.08,NA,"Unknow","",0.00591,0,"Uncontrolled","05/04/2022","2",0.84,"High","Satisfactory","2014-04-21",0.1017,12.2,458.5,NA,13.084,0.08,0,NA,1,NA,0,"Unknow"
"SOAD11757","Lyndrassia","No","Grade Stabilization","Earth",10.062,0.093,8522,"2005","",0.0453099999999999,2831.07727,"Uncontrolled","30/09/2005","0",NA,"Low","Not Rated",NA,0.1182,11.5,20.1,NA,10.062,0.093,0,8522,0,9.0505236705223,0,"Unknow"
"SOAD13101","Lyndrassia","No","Fish and Wildlife Pond","Earth",12.862,0.087,9893,"2000","",0.03349,719.0883,"Uncontrolled","30/05/2000","5",NA,"Low","Not Rated",NA,0.0709,33.1,9.2,NA,12.862,0.087,0,9893,0,9.19968379178765,0,"Unknow"
"SOAD14315","Lyndrassia","No","Grade Stabilization","Earth",11.094,0.073,7788,"2007","",0.04137,178.44043,"Uncontrolled","03/10/2007","0",NA,"Low","Not Rated",NA,0.1082,16.8,14.6,NA,11.094,0.073,0,7788,0,8.96046776091995,0,"Unknow"
"SOAD16038","Lyndrassia","No","Grade Stabilization","Earth",11.398,0.117,7455,"1997","",0.00788,609.89341,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.079,45.8,20,NA,11.398,0.117,0,7455,0,8.91677435636543,0,"Unknow"
"SOAD16478","Lyndrassia","No","Grade Stabilization","Earth",10.047,0.076,5974,"2017","",0.00788,0,"Uncontrolled","02/08/2017","5",28.5,"Low","Not Available",NA,0.0656,36.4,413.1,NA,10.047,0.076,0,5974,0,8.69533937679971,0,"Unknow"
"SOAD16803","Lyndrassia","No","Other","Earth",13.721,0.092,6373,"1997","",0.05122,1318.32855,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1009,28.6,20.9,NA,13.721,0.092,0,6373,0,8.75998249497728,0,"Unknow"
"SOAD17753","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.678,0.062,8215,"1989","",0.05713,2085.35607,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0983,22.8,19.9,NA,8.678,0.062,0,8215,0,9.01383875160839,0,"Unknow"
"SOAD17880","Lyndrassia","No","Grade Stabilization","Earth",11.248,0.1,7075,"2004","",0.05713,1542.04491,"Uncontrolled","01/11/2004","0",NA,"Low","Not Rated",NA,0.0968,15.4,8.8,NA,11.248,0.1,0,7075,0,8.86446405527968,0,"Unknow"
"SOAD17927","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",12.302,0.054,5964,"1989","",0.03349,934.81479,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1003,20.1,18.9,NA,12.302,0.054,0,5964,0,8.69366433453202,0,"Unknow"
"SOAD18712","Lyndrassia","No","Grade Stabilization","Earth",10.397,0.088,5645,"1998","",0.05319,945.46795,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0796,5.4,5,NA,10.397,0.088,0,5645,0,8.63870260881343,0,"Unknow"
"SOAD19386","Lyndrassia","No","Grade Stabilization","Earth",11.809,0.153,7120,"1973","",0.00788,905.5186,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.124,9.8,13.2,NA,11.809,0.153,0,7120,0,8.87080344398212,0,"Unknow"
"SOAD19621","Lyndrassia","No","Grade Stabilization","Earth",10.445,0.108,6435,"1996","",0.03349,2298.41927,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1183,6.7,17.1,NA,10.445,0.108,0,6435,0,8.76966250811227,0,"Unknow"
"SOAD19752","Lyndrassia","No","Grade Stabilization","Earth",11.758,0.093,10167,"1990","",0.04925,2162.59148,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1104,6.5,18.2,NA,11.758,0.093,0,10167,0,9.22700081286929,0,"Unknow"
"SOAD00040","Lyndrassia","No","Grade Stabilization","Earth",10.367,0.089,7087,"2002","",0.02561,524.66813,"Uncontrolled","21/11/2002","0",NA,"Low","Not Rated",NA,0.127,35,23.3,NA,10.367,0.089,0,7087,0,8.86615849228492,0,"Unknow"
"SOAD02499","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.096,0.078,6474,"1989","",0.08274,2897.65952,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1008,12.2,6.3,NA,11.096,0.078,0,6474,0,8.77570388656774,0,"Unknow"
"SOAD03001","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",16.796,0.067,0,"1973","",0.02364,0,"","30/10/2019","Unknow",14.5,"Low","Not Rated","2007-12-21",0.122,23.4,149.2,NA,16.796,0.067,0,NA,1,NA,0,"Unknow"
"SOAD06132","Lyndrassia","No","Grade Stabilization","Earth",10.976,0.117,10913,"2005","",0.01773,793.66042,"Uncontrolled","30/09/2005","0",NA,"Low","Not Rated",NA,0.0682,32,17.9,NA,10.976,0.117,0,10913,0,9.29780164774618,0,"Unknow"
"SOAD06955","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.837,0.108,8200,"2001","",0.07683,3086.75311,"Uncontrolled","01/09/2001","0",NA,"Low","Not Rated",NA,0.0634,6.7,12.3,NA,11.837,0.108,0,8200,0,9.01201137703641,0,"Unknow"
"SOAD07911","Lyndrassia","No","Grade Stabilization","Earth",11.687,0.067,6370,"2006","",0.04334,1121.24509,"Uncontrolled","30/09/2006","0",NA,"Low","Not Rated",NA,0.064,31.6,23.4,NA,11.687,0.067,0,6370,0,8.75951172211649,0,"Unknow"
"SOAD08749","Lyndrassia","No","Recreation","Earth",8.845,NA,0,"Unknow","",0.01773,6714.15409,"","","0",0,"Low","Not Rated",NA,0.1292,11.8,684.6,6.3,8.845,NA,1,NA,1,NA,0,"Unknow"
"SOAD09199","Lyndrassia","No","Grade Stabilization","Earth",10.062,0.117,5430,"1976","",0.04925,1222.45011,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0613,7.8,17.8,NA,10.062,0.117,0,5430,0,8.59987855803485,0,"Unknow"
"SOAD10193","Lyndrassia","Yes","Unknow","Earth",12.262,0.07,NA,"Unknow","",0.01182,0,"","19/12/2018","5",NA,"Significant","Satisfactory","2014-01-02",0.1123,32.3,125.2,NA,12.262,0.07,0,NA,1,NA,0,"Unknow"
"SOAD11694","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.957,0.047,NA,"1960","",NA,NA,"","","Unknow",28.27,"Low","",NA,0.0837,22.7,362.6,NA,8.957,0.047,0,NA,1,NA,0,"Unknow"
"SOAD13670","Lyndrassia","No","Recreation","Earth",10.46,0.1,7600,"1974","",0.0886499999999999,3185.29484,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0977,32.4,6,5.2,10.46,0.1,0,7600,0,8.93603509656604,0,"Unknow"
"SOAD15245","Lyndrassia","No","Grade Stabilization","Earth",13.099,0.103,8022,"1980","",0.00788,404.82008,"Uncontrolled","","5",NA,"Low","Not Rated",NA,0.0351,24.4,6.3,NA,13.099,0.103,0,8022,0,8.99006769575366,0,"Unknow"
"SOAD15344","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.461,0.117,NA,"1939","",NA,NA,"","","Unknow",16.94,"Low","",NA,0.0993,15.2,378.9,NA,8.461,0.117,0,NA,1,NA,0,"Unknow"
"SOAD15361","Lyndrassia","No","Grade Stabilization","Earth",10.173,0.09,7517,"1997","",0.00788,2040.08014,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1154,45.2,7.4,NA,10.173,0.09,0,7517,0,8.92505542412412,0,"Unknow"
"SOAD15532","Lyndrassia","No","Grade Stabilization","Earth",10.993,0.107,6863,"2007","",0.06501,2801.78108,"Uncontrolled","08/09/2007","0",NA,"Low","Not Rated",NA,0.1145,21.3,16.6,NA,10.993,0.107,0,6863,0,8.8340456411678,0,"Unknow"
"SOAD18733","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.746,0.083,5300,"1999","",0.08077,2894.99623,"Uncontrolled","01/11/1999","0",NA,"Low","Not Rated",NA,0.1067,43.6,13.5,NA,10.746,0.083,0,5300,0,8.57565076098781,0,"Unknow"
